道具ID,描述,道具名称,道具描述,道具图标名称,道具品质      ,道具类型,道具类型参数,出售价格,使用等级限制,快速前往关卡,掉落系数,背包界面所属标签
231067,夜行筒靴生成器(蓝),32163,32164,230051.png,3,13,[231067],0,1,[],1,0
231068,夜行筒靴生成器(紫),32163,32164,230051.png,4,13,[231068],0,1,[],1,0
231069,缚魔法靴生成器(白),32165,32166,230053.png,1,13,[231069],0,1,[],1,0
231070,缚魔法靴生成器(绿),32165,32166,230053.png,2,13,[231070],0,1,[],1,0
231071,缚魔法靴生成器(蓝),32165,32166,230053.png,3,13,[231071],0,1,[],1,0
231072,缚魔法靴生成器(紫),32165,32166,230053.png,4,13,[231072],0,1,[],1,0
231073,净化软靴生成器(白),32167,32168,230042.png,1,13,[231073],0,1,[],1,0
231074,净化软靴生成器(绿),32167,32168,230042.png,2,13,[231074],0,1,[],1,0
231075,净化软靴生成器(蓝),32167,32168,230042.png,3,13,[231075],0,1,[],1,0
231076,净化软靴生成器(紫),32167,32168,230042.png,4,13,[231076],0,1,[],1,0
231077,英灵战靴生成器(白),32213,32214,230014.png,1,13,[231077],0,1,[],1,0
231078,英灵战靴生成器(绿),32213,32214,230014.png,2,13,[231078],0,1,[],1,0
231079,英灵战靴生成器(蓝),32213,32214,230014.png,3,13,[231079],0,1,[],1,0
231080,英灵战靴生成器(紫),32213,32214,230014.png,4,13,[231080],0,1,[],1,0
231085,狂野胫甲生成器(白),32217,32218,230025.png,1,13,[231085],0,1,[],1,0
231086,狂野胫甲生成器(绿),32217,32218,230025.png,2,13,[231086],0,1,[],1,0
231087,狂野胫甲生成器(蓝),32217,32218,230025.png,3,13,[231087],0,1,[],1,0
231088,狂野胫甲生成器(紫),32217,32218,230025.png,4,13,[231088],0,1,[],1,0
231089,精钢筒靴生成器(白),32219,32220,230026.png,1,13,[231089],0,1,[],1,0
231090,精钢筒靴生成器(绿),32219,32220,230026.png,2,13,[231090],0,1,[],1,0
231091,精钢筒靴生成器(蓝),32219,32220,230026.png,3,13,[231091],0,1,[],1,0
231092,精钢筒靴生成器(紫),32219,32220,230026.png,4,13,[231092],0,1,[],1,0
231093,紫荆法靴生成器(白),32221,32222,230043.png,1,13,[231093],0,1,[],1,0
231094,紫荆法靴生成器(绿),32221,32222,230043.png,2,13,[231094],0,1,[],1,0
231095,紫荆法靴生成器(蓝),32221,32222,230043.png,3,13,[231095],0,1,[],1,0
231096,紫荆法靴生成器(紫),32221,32222,230043.png,4,13,[231096],0,1,[],1,0
231097,神使软靴生成器(白),32223,32224,230041.png,1,13,[231097],0,1,[],1,0
231098,神使软靴生成器(绿),32223,32224,230041.png,2,13,[231098],0,1,[],1,0
231099,神使软靴生成器(蓝),32223,32224,230041.png,3,13,[231099],0,1,[],1,0
231100,神使软靴生成器(紫),32223,32224,230041.png,4,13,[231100],0,1,[],1,0
231101,皮革护靴生成器(白）,32277,32278,230062.png,1,13,[231101],0,1,[],1,0
231102,皮革护靴生成器(绿）,32277,32278,230062.png,2,13,[231102],0,1,[],1,0
231103,皮革护靴生成器(蓝),32277,32278,230062.png,3,13,[231103],0,1,[],1,0
231104,皮革护靴生成器(紫),32277,32278,230062.png,4,13,[231104],0,1,[],1,0
231105,行军护靴生成器(白）,32279,32280,230063.png,1,13,[231105],0,1,[],1,0
231106,行军护靴生成器(绿）,32279,32280,230063.png,2,13,[231106],0,1,[],1,0
231107,行军护靴生成器(蓝),32279,32280,230063.png,3,13,[231107],0,1,[],1,0
231108,行军护靴生成器(紫),32279,32280,230063.png,4,13,[231108],0,1,[],1,0
231109,圣堂护靴生成器(白）,32281,32282,230064.png,1,13,[231109],0,1,[],1,0
231110,圣堂护靴生成器(绿）,32281,32282,230064.png,2,13,[231110],0,1,[],1,0
231111,圣堂护靴生成器(蓝),32281,32282,230064.png,3,13,[231111],0,1,[],1,0
231112,圣堂护靴生成器(紫),32281,32282,230064.png,4,13,[231112],0,1,[],1,0
231113,65守卫鞋子生成器(白）,32283,32284,230064.png,1,13,[231113],0,1,[],1,0
231114,65守卫鞋子生成器(绿）,32283,32284,230064.png,2,13,[231114],0,1,[],1,0
231115,65守卫鞋子生成器(蓝),32283,32284,230064.png,3,13,[231115],0,1,[],1,0
231116,65守卫鞋子生成器(紫),32283,32284,230064.png,4,13,[231116],0,1,[],1,0
231501,角斗之靴生成器(金),32215,32216,230012.png,5,13,[231501],0,1,[],1,0
231509,轻便筒靴生成器(金),32029,32030,230003.png,5,13,[231509],0,1,[],1,0
231513,丛林软靴生成器(金),32031,32032,230030.png,5,13,[231513],0,1,[],1,0
231517,无畏战靴生成器(金),32051,32052,230009.png,5,13,[231517],0,1,[],1,0
231521,疾走胫甲生成器(金),32053,32054,230017.png,5,13,[231521],0,1,[],1,0
231525,奥术法靴生成器(金),32055,32056,230033.png,5,13,[231525],0,1,[],1,0
231529,骑士战靴生成器(金),32101,32102,230006.png,5,13,[231529],0,1,[],1,0
231537,迅捷胫甲生成器(金),32105,32106,230020.png,5,13,[231537],0,1,[],1,0
231541,紫金筒靴生成器(金),32107,32108,230023.png,5,13,[231541],0,1,[],1,0
231545,启示法靴生成器(金),32109,32110,230052.png,5,13,[231545],0,1,[],1,0
231549,烈日软靴生成器(金),32111,32112,230039.png,5,13,[231549],0,1,[],1,0
231553,誓言战靴生成器(金),32157,32158,230050.png,5,13,[231553],0,1,[],1,0
231561,专注胫甲生成器(金),32161,32162,230022.png,5,13,[231561],0,1,[],1,0
231565,夜行筒靴生成器(金),32163,32164,230051.png,5,13,[231565],0,1,[],1,0
231569,缚魔法靴生成器(金),32165,32166,230053.png,5,13,[231569],0,1,[],1,0
231573,净化软靴生成器(金),32167,32168,230042.png,5,13,[231573],0,1,[],1,0
231577,英灵战靴生成器(金),32213,32214,230014.png,5,13,[231577],0,1,[],1,0
231585,狂野胫甲生成器(金),32217,32218,230025.png,5,13,[231585],0,1,[],1,0
231589,精钢筒靴生成器(金),32219,32220,230026.png,5,13,[231589],0,1,[],1,0
231593,紫荆法靴生成器(金),32221,32222,230043.png,5,13,[231593],0,1,[],1,0
231597,神使软靴生成器(金),32223,32224,230041.png,5,13,[231597],0,1,[],1,0
231601,皮革护靴生成器(金),32277,32278,230062.png,5,13,[231601],0,1,[],1,0
231605,行军护靴生成器(金),32279,32280,230063.png,5,13,[231605],0,1,[],1,0
231609,圣堂护靴生成器(金),32281,32282,230064.png,5,13,[231609],0,1,[],1,0
231613,65守卫鞋子生成器(金),32283,32284,230064.png,5,13,[231613],0,1,[],1,0
231901,1级勇士套装鞋（橙）,32291,32292,230065.png,6,13,[231901],0,1,[],1,0
241017,黄晶石之戒生成器(白),32057,32058,240007.png,1,13,[241017],0,1,[],1,0
241018,黄晶石之戒生成器(绿),32057,32058,240007.png,2,13,[241018],0,1,[],1,0
241019,黄晶石之戒生成器(蓝),32057,32058,240007.png,3,13,[241019],0,1,[],1,0
241020,黄晶石之戒生成器(紫),32057,32058,240007.png,4,13,[241020],0,1,[],1,0
241021,黄晶石指环生成器(白),32059,32060,240004.png,1,13,[241021],0,1,[],1,0
241022,黄晶石指环生成器(绿),32059,32060,240004.png,2,13,[241022],0,1,[],1,0
241023,黄晶石指环生成器(蓝),32059,32060,240004.png,3,13,[241023],0,1,[],1,0
241024,黄晶石指环生成器(紫),32059,32060,240004.png,4,13,[241024],0,1,[],1,0
241029,月光石之戒生成器(白),32113,32114,240028.png,1,13,[241029],0,1,[],1,0
241030,月光石之戒生成器(绿),32113,32114,240028.png,2,13,[241030],0,1,[],1,0
241031,月光石之戒生成器(蓝),32113,32114,240028.png,3,13,[241031],0,1,[],1,0
241032,月光石之戒生成器(紫),32113,32114,240028.png,4,13,[241032],0,1,[],1,0
241033,珍珠指环生成器(白),32115,32116,240025.png,1,13,[241033],0,1,[],1,0
241034,珍珠指环生成器(绿),32115,32116,240025.png,2,13,[241034],0,1,[],1,0
241035,珍珠指环生成器(蓝),32115,32116,240025.png,3,13,[241035],0,1,[],1,0
241036,珍珠指环生成器(紫),32115,32116,240025.png,4,13,[241036],0,1,[],1,0
241053,紫荆之戒生成器(白),32169,32170,240059.png,1,13,[241053],0,1,[],1,0
241054,紫荆之戒生成器(绿),32169,32170,240059.png,2,13,[241054],0,1,[],1,0
241055,紫荆之戒生成器(蓝),32169,32170,240059.png,3,13,[241055],0,1,[],1,0
241056,紫荆之戒生成器(紫),32169,32170,240059.png,4,13,[241056],0,1,[],1,0
241057,紫罗兰指环生成器(白),32171,32172,240058.png,1,13,[241057],0,1,[],1,0
241058,紫罗兰指环生成器(绿),32171,32172,240058.png,2,13,[241058],0,1,[],1,0
241059,紫罗兰指环生成器(蓝),32171,32172,240058.png,3,13,[241059],0,1,[],1,0
241060,紫罗兰指环生成器(紫),32171,32172,240058.png,4,13,[241060],0,1,[],1,0
241077,龙晶石之戒生成器(白),32225,32226,240064.png,1,13,[241077],0,1,[],1,0
241078,龙晶石之戒生成器(绿),32225,32226,240064.png,2,13,[241078],0,1,[],1,0
241079,龙晶石之戒生成器(蓝),32225,32226,240064.png,3,13,[241079],0,1,[],1,0
241080,龙晶石之戒生成器(紫),32225,32226,240064.png,4,13,[241080],0,1,[],1,0
241081,龙血指环生成器(白),32227,32228,240063.png,1,13,[241081],0,1,[],1,0
241082,龙血指环生成器(绿),32227,32228,240063.png,2,13,[241082],0,1,[],1,0
241083,龙血指环生成器(蓝),32227,32228,240063.png,3,13,[241083],0,1,[],1,0
241084,龙血指环生成器(紫),32227,32228,240063.png,4,13,[241084],0,1,[],1,0
241501,冠军之戒生成器,32247,32248,240503.png,5,13,[241501],0,1,[],1,0
241502,斗士之戒生成器,32249,32250,240504.png,4,13,[241502],0,1,[],1,0
241503,挑战者指环生成器,32251,32252,240016.png,3,13,[241503],0,1,[],1,0
241517,黄晶石之戒生成器(金),32057,32058,240007.png,5,13,[241517],0,1,[],1,0
241521,黄晶石指环生成器(金),32059,32060,240004.png,5,13,[241521],0,1,[],1,0
241529,月光石之戒生成器(金),32113,32114,240028.png,5,13,[241529],0,1,[],1,0
241533,珍珠指环生成器(金),32115,32116,240025.png,5,13,[241533],0,1,[],1,0
241553,紫荆之戒生成器(金),32169,32170,240059.png,5,13,[241553],0,1,[],1,0
241557,紫罗兰指环生成器(金),32171,32172,240058.png,5,13,[241557],0,1,[],1,0
241577,龙晶石之戒生成器(金),32225,32226,240064.png,5,13,[241577],0,1,[],1,0
241584,龙血指环生成器(金),32227,32228,240063.png,5,13,[241084],0,1,[],1,0
251017,祖母绿吊坠生成器(白),32061,32062,250002.png,1,13,[251017],0,1,[],1,0
251018,祖母绿吊坠生成器(绿),32061,32062,250002.png,2,13,[251018],0,1,[],1,0
251019,祖母绿吊坠生成器(蓝),32061,32062,250002.png,3,13,[251019],0,1,[],1,0
251020,祖母绿吊坠生成器(紫),32061,32062,250002.png,4,13,[251020],0,1,[],1,0
251021,祖母绿项链生成器(白),32063,32064,250001.png,1,13,[251021],0,1,[],1,0
251022,祖母绿项链生成器(绿),32063,32064,250001.png,2,13,[251022],0,1,[],1,0
251023,祖母绿项链生成器(蓝),32063,32064,250001.png,3,13,[251023],0,1,[],1,0
251024,祖母绿项链生成器(紫),32063,32064,250001.png,4,13,[251024],0,1,[],1,0
251029,翡翠吊坠生成器(白),32117,32118,250004.png,1,13,[251029],0,1,[],1,0
251030,翡翠吊坠生成器(绿),32117,32118,250004.png,2,13,[251030],0,1,[],1,0
251031,翡翠吊坠生成器(蓝),32117,32118,250004.png,3,13,[251031],0,1,[],1,0
251032,翡翠吊坠生成器(紫),32117,32118,250004.png,4,13,[251032],0,1,[],1,0
251033,翡翠项链生成器(白),32119,32120,250003.png,1,13,[251033],0,1,[],1,0
251034,翡翠项链生成器(绿),32119,32120,250003.png,2,13,[251034],0,1,[],1,0
251035,翡翠项链生成器(蓝),32119,32120,250003.png,3,13,[251035],0,1,[],1,0
251036,翡翠项链生成器(紫),32119,32120,250003.png,4,13,[251036],0,1,[],1,0
251053,冰蓝吊坠生成器(白),32173,32174,250008.png,5,13,[251053],0,1,[],1,0
251054,冰蓝吊坠生成器(绿),32173,32174,250008.png,2,13,[251054],0,1,[],1,0
251055,冰蓝吊坠生成器(蓝),32173,32174,250008.png,3,13,[251055],0,1,[],1,0
251056,冰蓝吊坠生成器(紫),32173,32174,250008.png,4,13,[251056],0,1,[],1,0
251057,海洋之心生成器(白),32175,32176,250007.png,1,13,[251057],0,1,[],1,0
251058,海洋之心生成器(绿),32175,32176,250007.png,2,13,[251058],0,1,[],1,0
251059,海洋之心生成器(蓝),32175,32176,250007.png,3,13,[251059],0,1,[],1,0
251060,海洋之心生成器(紫),32175,32176,250007.png,4,13,[251060],0,1,[],1,0
251077,龙牙吊坠生成器(白),32229,32230,250009.png,1,13,[251077],0,1,[],1,0
251078,龙牙吊坠生成器(绿),32229,32230,250009.png,2,13,[251078],0,1,[],1,0
251079,龙牙吊坠生成器(蓝),32229,32230,250009.png,3,13,[251079],0,1,[],1,0
251080,龙牙吊坠生成器(紫),32229,32230,250009.png,4,13,[251080],0,1,[],1,0
251081,龙晶石项链生成器(白),32231,32232,250012.png,1,13,[251081],0,1,[],1,0
251082,龙晶石项链生成器(绿),32231,32232,250012.png,2,13,[251082],0,1,[],1,0
251083,龙晶石项链生成器(蓝),32231,32232,250012.png,3,13,[251083],0,1,[],1,0
251084,龙晶石项链生成器(紫),32231,32232,250012.png,4,13,[251084],0,1,[],1,0
251517,祖母绿吊坠生成器(金),32061,32062,250002.png,5,13,[251517],0,1,[],1,0
251521,祖母绿项链生成器(金),32063,32064,250001.png,5,13,[251521],0,1,[],1,0
251529,翡翠吊坠生成器(金),32117,32118,250004.png,5,13,[251529],0,1,[],1,0
251533,翡翠项链生成器(金),32119,32120,250003.png,5,13,[251533],0,1,[],1,0
251553,冰蓝吊坠生成器(金),32173,32174,250008.png,5,13,[251553],0,1,[],1,0
251557,海洋之心生成器(金),32175,32176,250007.png,5,13,[251557],0,1,[],1,0
251577,龙牙吊坠生成器(金),32229,32230,250009.png,5,13,[251577],0,1,[],1,0
251581,龙晶石项链生成器(金),32231,32232,250012.png,5,13,[251581],0,1,[],1,0
300101,特殊头像1,31001,31002,h_soldierhead_21300.png,1,16,[13],0,1,[],1,0
300102,特殊头像2,31003,31004,h_soldierhead_50004.png,1,16,[14],0,1,[],1,0
300103,特殊头像3,31005,31006,h_soldierhead_301304.png,1,16,[15],0,1,[],1,0
300104,特殊头像4,31007,31008,h_soldierhead_100900.png,1,16,[16],0,1,[],1,0
300105,特殊头像5,31009,31010,h_soldierhead_100600.png,1,16,[17],0,1,[],1,0
300106,特殊头像6,31011,31012,h_soldierhead_100701.png,1,16,[18],0,1,[],1,0
300107,特殊头像7,31013,31014,h_soldierhead_100800.png,1,16,[19],0,1,[],1,0
300108,特殊头像8,31015,31016,h_soldierhead_11300.png,1,16,[20],0,1,[],1,0
300109,特殊头像9,31017,31018,h_soldierhead_10004.png,1,16,[21],0,1,[],1,0
300110,特殊头像10,31019,31020,h_soldierhead_10505.png,1,16,[22],0,1,[],1,0
