掉落规则ID,单次掉落种类数量,可否暴击,可否重复,额外掉落,玩家经验,金币,钻石,竞技币,能量碎片,公会贡献,抽卡券,掉落1ID,掉落1概率,掉落1数量,掉落2ID,掉落2概率,掉落2数量,掉落3ID,掉落3概率,掉落3数量,掉落4ID,掉落4概率,掉落4数量,掉落5ID,掉落5概率,掉落5数量,掉落6ID,掉落6概率,掉落6数量,掉落7ID,掉落7概率,掉落7数量,掉落8ID,掉落8概率,掉落8数量,掉落9ID,掉落9概率,掉落9数量,掉落10ID,掉落10概率,掉落10数量,掉落11ID,掉落11概率,掉落11数量,掉落12ID,掉落12概率,掉落12数量,掉落13ID,掉落13概率,掉落13数量,掉落14ID,掉落14概率,掉落14数量,掉落15ID,掉落15概率,掉落15数量,掉落16ID,掉落16概率,掉落16数量,掉落17ID,掉落17概率,掉落17数量,掉落18ID,掉落18概率,掉落18数量,掉落19ID,掉落19概率,掉落19数量,掉落20ID,掉落20概率,掉落20数量,掉落21ID,掉落21概率,掉落21数量,掉落22ID,掉落22概率,掉落22数量,掉落23ID,掉落23概率,掉落23数量,掉落24ID,掉落24概率,掉落24数量,掉落25ID,掉落25概率,掉落25数量,掉落26ID,掉落26概率,掉落26数量,掉落27ID,掉落27概率,掉落27数量,掉落28ID,掉落28概率,掉落28数量,掉落29ID,掉落29概率,掉落29数量,掉落30ID,掉落30概率,掉落30数量
55214,[4+4],0,1,,[7+50+50],[1+12800+19200],,,,,,100001,750,[15+17],100005,2000,[15+17],100004,1500,[7+9],100006,800,[5+5],100007,400,[2+3],253,1250,[8+8],50029,78,[14+15],50031,78,[14+15],50001,78,[14+15],50002,78,[14+15],50023,78,[14+15],50022,78,[14+15],50025,78,[14+15],50030,78,[14+15],50003,76,[14+15],50024,117,[14+15],50032,117,[14+15],50040,117,[14+15],50035,117,[14+15],50015,116,[14+15],50043,116,[14+15],50027,263,[5+6],50028,263,[5+6],50018,262,[5+6],50044,262,[5+6],50037,170,[2+3],50026,170,[2+3],50034,170,[2+3],50007,170,[2+3],50041,170,[2+3]
55301,[2+2],0,1,,[7+15+15],[1+640+960],,,,,,100003,1000,[5+6],100002,3500,[3+3],100001,2000,[1+2],253,1000,[2+2],50029,284,[1+2],50031,277,[1+2],50001,277,[1+2],50002,277,[1+2],50023,277,[1+2],50022,277,[1+2],50025,277,[1+2],50030,277,[1+2],50003,277,[1+2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55302,[3+3],0,1,,[7+25+25],[1+1280+1920],,,,,,100003,100,[8+8],100002,1000,[5+5],100001,2950,[3+3],100005,1000,[1+2],100004,300,[1+2],253,1350,[2+2],50029,124,[2+3],50031,122,[2+3],50001,122,[2+3],50002,122,[2+3],50023,122,[2+3],50022,122,[2+3],50025,122,[2+3],50030,122,[2+3],50003,122,[2+3],50033,185,[2+3],50009,183,[2+3],50016,183,[2+3],50036,183,[2+3],50008,183,[2+3],50043,183,[2+3],50004,138,[1+2],50017,138,[1+2],50006,138,[1+2],50027,138,[1+2],50028,137,[1+2],50018,137,[1+2],50042,137,[1+2],50044,137,[1+2],,,
55303,[3+3],0,1,,[7+40+40],[1+2720+3680],,,,,,100002,750,[8+8],100001,2150,[5+6],100005,1500,[2+3],100004,800,[1+2],100006,400,[1+2],253,1100,[6+6],50029,78,[5+6],50031,78,[5+6],50001,78,[5+6],50002,78,[5+6],50023,78,[5+6],50022,78,[5+6],50025,78,[5+6],50030,78,[5+6],50003,76,[5+6],50033,140,[5+6],50009,140,[5+6],50016,140,[5+6],50036,140,[5+6],50008,140,[5+6],50004,263,[3+4],50017,263,[3+4],50006,262,[3+4],50042,262,[3+4],50037,170,[1+2],50026,170,[1+2],50034,170,[1+2],50007,170,[1+2],50041,170,[1+2],,,
55304,[4+4],0,1,,[7+50+50],[1+12800+19200],,,,,,100001,250,[15+17],100005,1700,[15+17],100004,2000,[9+10],100006,1000,[6+7],100007,500,[3+3],253,1250,[8+8],50029,78,[14+15],50031,78,[14+15],50001,78,[14+15],50002,78,[14+15],50023,78,[14+15],50022,78,[14+15],50025,78,[14+15],50030,78,[14+15],50003,76,[14+15],50033,140,[14+15],50009,140,[14+15],50016,140,[14+15],50036,140,[14+15],50008,140,[14+15],50004,263,[5+6],50017,263,[5+6],50006,262,[5+6],50042,262,[5+6],50037,170,[2+3],50026,170,[2+3],50034,170,[2+3],50007,170,[2+3],50041,170,[2+3],,,
55312,[3+3],0,1,,[7+25+25],[1+1280+1920],,,,,,100003,100,[8+8],100002,1000,[5+5],100001,2950,[3+3],100005,1000,[1+2],100004,300,[1+2],253,1350,[2+2],50029,124,[2+3],50031,122,[2+3],50001,122,[2+3],50002,122,[2+3],50023,122,[2+3],50022,122,[2+3],50025,122,[2+3],50030,122,[2+3],50003,122,[2+3],50024,220,[2+3],50032,220,[2+3],50040,220,[2+3],50035,220,[2+3],50015,220,[2+3],50004,138,[1+2],50017,138,[1+2],50006,138,[1+2],50027,138,[1+2],50028,137,[1+2],50018,137,[1+2],50042,137,[1+2],50044,137,[1+2],,,,,,
55313,[3+3],0,1,,[7+40+40],[1+2720+3680],,,,,,100002,750,[8+8],100001,2150,[5+6],100005,1500,[2+3],100004,800,[1+2],100006,400,[1+2],253,1100,[6+6],50029,78,[5+6],50031,78,[5+6],50001,78,[5+6],50002,78,[5+6],50023,78,[5+6],50022,78,[5+6],50025,78,[5+6],50030,78,[5+6],50003,76,[5+6],50024,117,[5+6],50032,117,[5+6],50040,117,[5+6],50035,117,[5+6],50015,116,[5+6],50043,116,[5+6],50027,263,[3+4],50028,263,[3+4],50018,262,[3+4],50044,262,[3+4],50037,170,[1+2],50026,170,[1+2],50034,170,[1+2],50007,170,[1+2],50041,170,[1+2]
55314,[4+4],0,1,,[7+50+50],[1+12800+19200],,,,,,100001,250,[15+17],100005,1700,[15+17],100004,2000,[9+10],100006,1000,[6+7],100007,500,[3+3],253,1250,[8+8],50029,78,[14+15],50031,78,[14+15],50001,78,[14+15],50002,78,[14+15],50023,78,[14+15],50022,78,[14+15],50025,78,[14+15],50030,78,[14+15],50003,76,[14+15],50024,117,[14+15],50032,117,[14+15],50040,117,[14+15],50035,117,[14+15],50015,116,[14+15],50043,116,[14+15],50027,263,[5+6],50028,263,[5+6],50018,262,[5+6],50044,262,[5+6],50037,170,[2+3],50026,170,[2+3],50034,170,[2+3],50007,170,[2+3],50041,170,[2+3]
56001,[2+2],0,1,,[7+15+15],[1+720+1080],,,,,,100003,4500,[6+6],100002,1500,[3+4],100001,500,[2+2],253,1000,[2+2],50029,284,[2+2],50031,277,[2+2],50001,277,[2+2],50002,277,[2+2],50023,277,[2+2],50022,277,[2+2],50025,277,[2+2],50030,277,[2+2],50003,277,[2+2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56002,[3+3],0,1,,[7+25+25],[1+1440+2160],,,,,,100003,3300,[9+9],100002,1300,[5+6],100001,500,[3+4],100005,200,[2+2],100004,50,[2+2],253,1350,[2+2],50029,124,[3+3],50031,122,[3+3],50001,122,[3+3],50002,122,[3+3],50023,122,[3+3],50022,122,[3+3],50025,122,[3+3],50030,122,[3+3],50003,122,[3+3],50033,185,[3+3],50009,183,[3+3],50016,183,[3+3],50036,183,[3+3],50008,183,[3+3],50043,183,[3+3],50004,138,[1+2],50017,138,[1+2],50006,138,[1+2],50027,138,[1+2],50028,137,[1+2],50018,137,[1+2],50038,137,[1+2],50042,137,[1+2],50044,137,[1+2]
56003,[3+3],0,1,,[7+40+40],[1+3060+4140],,,,,,100002,4350,[9+9],100001,750,[4+5],100005,300,[2+2],100004,150,[2+2],100006,50,[2+2],253,1100,[6+7],50029,140,[6+6],50031,140,[6+6],50001,140,[6+6],50002,140,[6+6],50023,140,[6+6],50033,117,[6+6],50009,117,[6+6],50016,117,[6+6],50036,117,[6+6],50008,116,[6+6],50043,116,[6+6],50004,263,[4+4],50017,263,[4+4],50006,262,[4+4],50042,262,[4+4],50037,124,[2+2],50026,121,[2+2],50034,121,[2+2],50007,121,[2+2],50041,121,[2+2],50005,121,[2+2],50039,121,[2+2],,,,,,
56004,[4+4],0,1,,[7+50+50],[1+14400+21600],,,,,,100001,2500,[17+19],100005,1600,[10+12],100004,900,[7+7],100006,300,[5+6],100007,150,[3+3],253,1250,[9+9],50029,140,[16+17],50031,140,[16+17],50001,140,[16+17],50002,140,[16+17],50023,140,[16+17],50033,117,[16+17],50009,117,[16+17],50016,117,[16+17],50036,117,[16+17],50008,116,[16+17],50043,116,[16+17],50004,263,[6+6],50017,263,[6+6],50006,262,[6+6],50042,262,[6+6],50037,124,[3+3],50026,121,[3+3],50034,121,[3+3],50007,121,[3+3],50041,121,[3+3],50005,121,[3+3],50039,121,[3+3],,,,,,
56012,[3+3],0,1,,[7+25+25],[1+1440+2160],,,,,,100003,3300,[9+9],100002,1300,[5+6],100001,500,[3+4],100005,200,[2+2],100004,50,[2+2],253,1350,[2+2],50029,124,[3+3],50031,122,[3+3],50001,122,[3+3],50002,122,[3+3],50023,122,[3+3],50022,122,[3+3],50025,122,[3+3],50030,122,[3+3],50003,122,[3+3],50024,220,[3+3],50032,220,[3+3],50040,220,[3+3],50035,220,[3+3],50015,220,[3+3],50004,138,[1+2],50017,138,[1+2],50006,138,[1+2],50027,138,[1+2],50028,137,[1+2],50018,137,[1+2],50038,137,[1+2],50042,137,[1+2],50044,137,[1+2],,,
56013,[3+3],0,1,,[7+40+40],[1+3060+4140],,,,,,100002,4350,[9+9],100001,750,[4+5],100005,300,[2+2],100004,150,[2+2],100006,50,[2+2],253,1100,[6+7],50022,175,[6+6],50025,175,[6+6],50030,175,[6+6],50003,175,[6+6],50024,140,[6+6],50032,140,[6+6],50040,140,[6+6],50035,140,[6+6],50015,140,[6+6],50027,210,[4+4],50028,210,[4+4],50018,210,[4+4],50038,210,[4+4],50044,210,[4+4],50037,124,[2+2],50026,121,[2+2],50034,121,[2+2],50007,121,[2+2],50041,121,[2+2],50005,121,[2+2],50039,121,[2+2],,,,,,,,,
56014,[4+4],0,1,,[7+50+50],[1+14400+21600],,,,,,100001,2500,[17+19],100005,1600,[10+12],100004,900,[7+7],100006,300,[5+6],100007,150,[3+3],253,1250,[9+9],50022,175,[16+17],50025,175,[16+17],50030,175,[16+17],50003,175,[16+17],50024,140,[16+17],50032,140,[16+17],50040,140,[16+17],50035,140,[16+17],50015,140,[16+17],50027,210,[6+6],50028,210,[6+6],50018,210,[6+6],50038,210,[6+6],50044,210,[6+6],50037,124,[3+3],50026,121,[3+3],50034,121,[3+3],50007,121,[3+3],50041,121,[3+3],50005,121,[3+3],50039,121,[3+3],,,,,,,,,
56101,[2+2],0,1,,[7+15+15],[1+720+1080],,,,,,100003,2250,[6+6],100002,3250,[3+4],100001,1000,[2+2],253,1000,[2+2],50029,284,[2+2],50031,277,[2+2],50001,277,[2+2],50002,277,[2+2],50023,277,[2+2],50022,277,[2+2],50025,277,[2+2],50030,277,[2+2],50003,277,[2+2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56102,[3+3],0,1,,[7+25+25],[1+1440+2160],,,,,,100003,1650,[9+9],100002,2600,[5+6],100001,750,[3+4],100005,300,[2+2],100004,50,[2+2],253,1350,[2+2],50029,124,[3+3],50031,122,[3+3],50001,122,[3+3],50002,122,[3+3],50023,122,[3+3],50022,122,[3+3],50025,122,[3+3],50030,122,[3+3],50003,122,[3+3],50033,185,[3+3],50009,183,[3+3],50016,183,[3+3],50036,183,[3+3],50008,183,[3+3],50043,183,[3+3],50004,138,[1+2],50017,138,[1+2],50006,138,[1+2],50027,138,[1+2],50028,137,[1+2],50018,137,[1+2],50038,137,[1+2],50042,137,[1+2],50044,137,[1+2]
56103,[3+3],0,1,,[7+40+40],[1+3060+4140],,,,,,100002,3250,[9+9],100001,1500,[4+5],100005,500,[2+2],100004,250,[2+2],100006,100,[2+2],253,1100,[6+7],50029,140,[6+6],50031,140,[6+6],50001,140,[6+6],50002,140,[6+6],50023,140,[6+6],50033,117,[6+6],50009,117,[6+6],50016,117,[6+6],50036,117,[6+6],50008,116,[6+6],50043,116,[6+6],50004,263,[4+4],50017,263,[4+4],50006,262,[4+4],50042,262,[4+4],50037,124,[2+2],50026,121,[2+2],50034,121,[2+2],50007,121,[2+2],50041,121,[2+2],50005,121,[2+2],50039,121,[2+2],,,,,,
56104,[4+4],0,1,,[7+50+50],[1+14400+21600],,,,,,100001,1500,[17+19],100005,2350,[14+15],100004,1000,[7+7],100006,400,[5+6],100007,200,[3+3],253,1250,[9+9],50029,140,[16+17],50031,140,[16+17],50001,140,[16+17],50002,140,[16+17],50023,140,[16+17],50033,117,[16+17],50009,117,[16+17],50016,117,[16+17],50036,117,[16+17],50008,116,[16+17],50043,116,[16+17],50004,263,[6+6],50017,263,[6+6],50006,262,[6+6],50042,262,[6+6],50037,124,[3+3],50026,121,[3+3],50034,121,[3+3],50007,121,[3+3],50041,121,[3+3],50005,121,[3+3],50039,121,[3+3],,,,,,
56112,[3+3],0,1,,[7+25+25],[1+1440+2160],,,,,,100003,1650,[9+9],100002,2600,[5+6],100001,750,[3+4],100005,300,[2+2],100004,50,[2+2],253,1350,[2+2],50029,124,[3+3],50031,122,[3+3],50001,122,[3+3],50002,122,[3+3],50023,122,[3+3],50022,122,[3+3],50025,122,[3+3],50030,122,[3+3],50003,122,[3+3],50024,220,[3+3],50032,220,[3+3],50040,220,[3+3],50035,220,[3+3],50015,220,[3+3],50004,138,[1+2],50017,138,[1+2],50006,138,[1+2],50027,138,[1+2],50028,137,[1+2],50018,137,[1+2],50038,137,[1+2],50042,137,[1+2],50044,137,[1+2],,,
56113,[3+3],0,1,,[7+40+40],[1+3060+4140],,,,,,100002,3250,[9+9],100001,1500,[4+5],100005,500,[2+2],100004,250,[2+2],100006,100,[2+2],253,1100,[6+7],50022,175,[6+6],50025,175,[6+6],50030,175,[6+6],50003,175,[6+6],50024,140,[6+6],50032,140,[6+6],50040,140,[6+6],50035,140,[6+6],50015,140,[6+6],50027,210,[4+4],50028,210,[4+4],50018,210,[4+4],50038,210,[4+4],50044,210,[4+4],50037,124,[2+2],50026,121,[2+2],50034,121,[2+2],50007,121,[2+2],50041,121,[2+2],50005,121,[2+2],50039,121,[2+2],,,,,,,,,
56114,[4+4],0,1,,[7+50+50],[1+14400+21600],,,,,,100001,1500,[17+19],100005,2350,[14+15],100004,1000,[7+7],100006,400,[5+6],100007,200,[3+3],253,1250,[9+9],50022,175,[16+17],50025,175,[16+17],50030,175,[16+17],50003,175,[16+17],50024,140,[16+17],50032,140,[16+17],50040,140,[16+17],50035,140,[16+17],50015,140,[16+17],50027,210,[6+6],50028,210,[6+6],50018,210,[6+6],50038,210,[6+6],50044,210,[6+6],50037,124,[3+3],50026,121,[3+3],50034,121,[3+3],50007,121,[3+3],50041,121,[3+3],50005,121,[3+3],50039,121,[3+3],,,,,,,,,
56201,[2+2],0,1,,[7+15+15],[1+720+1080],,,,,,100003,1000,[6+6],100002,3500,[3+4],100001,2000,[2+2],253,1000,[2+2],50029,284,[2+2],50031,277,[2+2],50001,277,[2+2],50002,277,[2+2],50023,277,[2+2],50022,277,[2+2],50025,277,[2+2],50030,277,[2+2],50003,277,[2+2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56202,[3+3],0,1,,[7+25+25],[1+1440+2160],,,,,,100003,800,[9+9],100002,2400,[5+6],100001,1500,[3+4],100005,500,[2+2],100004,150,[2+2],253,1350,[2+2],50029,124,[3+3],50031,122,[3+3],50001,122,[3+3],50002,122,[3+3],50023,122,[3+3],50022,122,[3+3],50025,122,[3+3],50030,122,[3+3],50003,122,[3+3],50033,185,[3+3],50009,183,[3+3],50016,183,[3+3],50036,183,[3+3],50008,183,[3+3],50043,183,[3+3],50004,138,[1+2],50017,138,[1+2],50006,138,[1+2],50027,138,[1+2],50028,137,[1+2],50018,137,[1+2],50038,137,[1+2],50042,137,[1+2],50044,137,[1+2]
56203,[3+3],0,1,,[7+40+40],[1+3060+4140],,,,,,100002,1500,[9+9],100001,2500,[5+6],100005,1000,[2+2],100004,400,[2+2],100006,200,[2+2],253,1100,[6+7],50029,140,[6+6],50031,140,[6+6],50001,140,[6+6],50002,140,[6+6],50023,140,[6+6],50033,117,[6+6],50009,117,[6+6],50016,117,[6+6],50036,117,[6+6],50008,116,[6+6],50043,116,[6+6],50004,263,[4+4],50017,263,[4+4],50006,262,[4+4],50042,262,[4+4],50037,124,[2+2],50026,121,[2+2],50034,121,[2+2],50007,121,[2+2],50041,121,[2+2],50005,121,[2+2],50039,121,[2+2],,,,,,
56204,[4+4],0,1,,[7+50+50],[1+14400+21600],,,,,,100001,750,[17+19],100005,2000,[17+19],100004,1500,[8+10],100006,800,[5+6],100007,400,[3+3],253,1250,[9+9],50029,140,[16+17],50031,140,[16+17],50001,140,[16+17],50002,140,[16+17],50023,140,[16+17],50033,117,[16+17],50009,117,[16+17],50016,117,[16+17],50036,117,[16+17],50008,116,[16+17],50043,116,[16+17],50004,263,[6+6],50017,263,[6+6],50006,262,[6+6],50042,262,[6+6],50037,124,[3+3],50026,121,[3+3],50034,121,[3+3],50007,121,[3+3],50041,121,[3+3],50005,121,[3+3],50039,121,[3+3],,,,,,
56212,[3+3],0,1,,[7+25+25],[1+1440+2160],,,,,,100003,800,[9+9],100002,2400,[5+6],100001,1500,[3+4],100005,500,[2+2],100004,150,[2+2],253,1350,[2+2],50029,124,[3+3],50031,122,[3+3],50001,122,[3+3],50002,122,[3+3],50023,122,[3+3],50022,122,[3+3],50025,122,[3+3],50030,122,[3+3],50003,122,[3+3],50024,220,[3+3],50032,220,[3+3],50040,220,[3+3],50035,220,[3+3],50015,220,[3+3],50004,138,[1+2],50017,138,[1+2],50006,138,[1+2],50027,138,[1+2],50028,137,[1+2],50018,137,[1+2],50038,137,[1+2],50042,137,[1+2],50044,137,[1+2],,,
56213,[3+3],0,1,,[7+40+40],[1+3060+4140],,,,,,100002,1500,[9+9],100001,2500,[5+6],100005,1000,[2+2],100004,400,[2+2],100006,200,[2+2],253,1100,[6+7],50022,175,[6+6],50025,175,[6+6],50030,175,[6+6],50003,175,[6+6],50024,140,[6+6],50032,140,[6+6],50040,140,[6+6],50035,140,[6+6],50015,140,[6+6],50027,210,[4+4],50028,210,[4+4],50018,210,[4+4],50038,210,[4+4],50044,210,[4+4],50037,124,[2+2],50026,121,[2+2],50034,121,[2+2],50007,121,[2+2],50041,121,[2+2],50005,121,[2+2],50039,121,[2+2],,,,,,,,,
56214,[4+4],0,1,,[7+50+50],[1+14400+21600],,,,,,100001,750,[17+19],100005,2000,[17+19],100004,1500,[8+10],100006,800,[5+6],100007,400,[3+3],253,1250,[9+9],50022,175,[16+17],50025,175,[16+17],50030,175,[16+17],50003,175,[16+17],50024,140,[16+17],50032,140,[16+17],50040,140,[16+17],50035,140,[16+17],50015,140,[16+17],50027,210,[6+6],50028,210,[6+6],50018,210,[6+6],50038,210,[6+6],50044,210,[6+6],50037,124,[3+3],50026,121,[3+3],50034,121,[3+3],50007,121,[3+3],50041,121,[3+3],50005,121,[3+3],50039,121,[3+3],,,,,,,,,
56301,[2+2],0,1,,[7+15+15],[1+720+1080],,,,,,100003,1000,[6+6],100002,3500,[3+4],100001,2000,[2+2],253,1000,[2+2],50029,284,[2+2],50031,277,[2+2],50001,277,[2+2],50002,277,[2+2],50023,277,[2+2],50022,277,[2+2],50025,277,[2+2],50030,277,[2+2],50003,277,[2+2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56302,[3+3],0,1,,[7+25+25],[1+1440+2160],,,,,,100003,100,[9+9],100002,1000,[5+6],100001,2950,[3+4],100005,1000,[2+2],100004,300,[2+2],253,1350,[2+2],50029,124,[3+3],50031,122,[3+3],50001,122,[3+3],50002,122,[3+3],50023,122,[3+3],50022,122,[3+3],50025,122,[3+3],50030,122,[3+3],50003,122,[3+3],50033,185,[3+3],50009,183,[3+3],50016,183,[3+3],50036,183,[3+3],50008,183,[3+3],50043,183,[3+3],50004,138,[1+2],50017,138,[1+2],50006,138,[1+2],50027,138,[1+2],50028,137,[1+2],50018,137,[1+2],50038,137,[1+2],50042,137,[1+2],50044,137,[1+2]
56303,[3+3],0,1,,[7+40+40],[1+3060+4140],,,,,,100002,750,[9+9],100001,2150,[5+6],100005,1500,[2+2],100004,800,[2+2],100006,400,[2+2],253,1100,[6+7],50029,140,[6+6],50031,140,[6+6],50001,140,[6+6],50002,140,[6+6],50023,140,[6+6],50033,117,[6+6],50009,117,[6+6],50016,117,[6+6],50036,117,[6+6],50008,116,[6+6],50043,116,[6+6],50004,263,[4+4],50017,263,[4+4],50006,262,[4+4],50042,262,[4+4],50037,124,[2+2],50026,121,[2+2],50034,121,[2+2],50007,121,[2+2],50041,121,[2+2],50005,121,[2+2],50039,121,[2+2],,,,,,
56304,[4+4],0,1,,[7+50+50],[1+14400+21600],,,,,,100001,250,[17+19],100005,1700,[17+19],100004,2000,[10+12],100006,1000,[6+8],100007,500,[3+4],253,1250,[9+9],50029,140,[16+17],50031,140,[16+17],50001,140,[16+17],50002,140,[16+17],50023,140,[16+17],50033,117,[16+17],50009,117,[16+17],50016,117,[16+17],50036,117,[16+17],50008,116,[16+17],50043,116,[16+17],50004,263,[6+6],50017,263,[6+6],50006,262,[6+6],50042,262,[6+6],50037,124,[3+3],50026,121,[3+3],50034,121,[3+3],50007,121,[3+3],50041,121,[3+3],50005,121,[3+3],50039,121,[3+3],,,,,,
56312,[3+3],0,1,,[7+25+25],[1+1440+2160],,,,,,100003,100,[9+9],100002,1000,[5+6],100001,2950,[3+4],100005,1000,[2+2],100004,300,[2+2],253,1350,[2+2],50029,124,[3+3],50031,122,[3+3],50001,122,[3+3],50002,122,[3+3],50023,122,[3+3],50022,122,[3+3],50025,122,[3+3],50030,122,[3+3],50003,122,[3+3],50024,220,[3+3],50032,220,[3+3],50040,220,[3+3],50035,220,[3+3],50015,220,[3+3],50004,138,[1+2],50017,138,[1+2],50006,138,[1+2],50027,138,[1+2],50028,137,[1+2],50018,137,[1+2],50038,137,[1+2],50042,137,[1+2],50044,137,[1+2],,,
56313,[3+3],0,1,,[7+40+40],[1+3060+4140],,,,,,100002,750,[9+9],100001,2150,[5+6],100005,1500,[2+2],100004,800,[2+2],100006,400,[2+2],253,1100,[6+7],50022,175,[6+6],50025,175,[6+6],50030,175,[6+6],50003,175,[6+6],50024,140,[6+6],50032,140,[6+6],50040,140,[6+6],50035,140,[6+6],50015,140,[6+6],50027,210,[4+4],50028,210,[4+4],50018,210,[4+4],50038,210,[4+4],50044,210,[4+4],50037,124,[2+2],50026,121,[2+2],50034,121,[2+2],50007,121,[2+2],50041,121,[2+2],50005,121,[2+2],50039,121,[2+2],,,,,,,,,
56314,[4+4],0,1,,[7+50+50],[1+14400+21600],,,,,,100001,250,[17+19],100005,1700,[17+19],100004,2000,[10+12],100006,1000,[6+8],100007,500,[3+4],253,1250,[9+9],50022,175,[16+17],50025,175,[16+17],50030,175,[16+17],50003,175,[16+17],50024,140,[16+17],50032,140,[16+17],50040,140,[16+17],50035,140,[16+17],50015,140,[16+17],50027,210,[6+6],50028,210,[6+6],50018,210,[6+6],50038,210,[6+6],50044,210,[6+6],50037,124,[3+3],50026,121,[3+3],50034,121,[3+3],50007,121,[3+3],50041,121,[3+3],50005,121,[3+3],50039,121,[3+3],,,,,,,,,
120001,[3+7],0,1,,,,,,,,,120013,1000,[1+5],120101,400,[1+5],120102,400,[1+5],120103,400,[1+5],120104,400,[1+5],120105,400,[1+5],120121,400,[1+5],120122,400,[1+5],120123,400,[1+5],120124,400,[1+5],120125,400,[1+5],120141,400,[1+5],120142,400,[1+5],120143,400,[1+5],120144,400,[1+5],120145,400,[1+5],120161,400,[1+5],120162,400,[1+5],120163,400,[1+5],120164,400,[1+5],120165,400,[1+5],111,500,[1+1],112,400,[1+1],113,100,[1+1],,,,,,,,,,,,,,,,,,
120002,[3+7],0,1,,,,,,,,,120013,1000,[1+3],120101,400,[1+3],120102,400,[1+3],120103,400,[1+3],120104,400,[1+3],120105,400,[1+3],120121,400,[1+3],120122,400,[1+3],120123,400,[1+3],120124,400,[1+3],120125,400,[1+3],120141,400,[1+3],120142,400,[1+3],120143,400,[1+3],120144,400,[1+3],120145,400,[1+3],120161,400,[1+3],120162,400,[1+3],120163,400,[1+3],120164,400,[1+3],120165,400,[1+3],111,500,[1+1],112,400,[1+1],113,100,[1+1],,,,,,,,,,,,,,,,,,
120003,[3+7],0,1,,,,,,,,,120013,1000,[1+3],120106,400,[1+3],120107,400,[1+3],120108,400,[1+3],120109,400,[1+3],120110,400,[1+3],120126,400,[1+3],120127,400,[1+3],120128,400,[1+3],120129,400,[1+3],120130,400,[1+3],120146,400,[1+3],120147,400,[1+3],120148,400,[1+3],120149,400,[1+3],120150,400,[1+3],120166,400,[1+3],120167,400,[1+3],120168,400,[1+3],120169,400,[1+3],120170,400,[1+3],111,500,[1+1],112,400,[1+1],113,100,[1+1],,,,,,,,,,,,,,,,,,
120004,[3+7],0,1,,,,,,,,,120013,1000,[1+3],120106,400,[1+3],120107,400,[1+3],120108,400,[1+3],120109,400,[1+3],120110,400,[1+3],120126,400,[1+3],120127,400,[1+3],120128,400,[1+3],120129,400,[1+3],120130,400,[1+3],120146,400,[1+3],120147,400,[1+3],120148,400,[1+3],120149,400,[1+3],120150,400,[1+3],120166,400,[1+3],120167,400,[1+3],120168,400,[1+3],120169,400,[1+3],120170,400,[1+3],111,500,[1+1],112,400,[1+1],113,100,[1+1],,,,,,,,,,,,,,,,,,
120005,[3+7],0,1,,,,,,,,,120013,1000,[1+3],120111,400,[1+3],120112,400,[1+3],120113,400,[1+3],120114,400,[1+3],120115,400,[1+3],120131,400,[1+3],120132,400,[1+3],120133,400,[1+3],120134,400,[1+3],120135,400,[1+3],120151,400,[1+3],120152,400,[1+3],120153,400,[1+3],120154,400,[1+3],120155,400,[1+3],120171,400,[1+3],120172,400,[1+3],120173,400,[1+3],120174,400,[1+3],120175,400,[1+3],111,500,[1+1],112,400,[1+1],113,100,[1+1],,,,,,,,,,,,,,,,,,
120006,[3+7],0,1,,,,,,,,,120013,1000,[1+3],120111,400,[1+3],120112,400,[1+3],120113,400,[1+3],120114,400,[1+3],120115,400,[1+3],120131,400,[1+3],120132,400,[1+3],120133,400,[1+3],120134,400,[1+3],120135,400,[1+3],120151,400,[1+3],120152,400,[1+3],120153,400,[1+3],120154,400,[1+3],120155,400,[1+3],120171,400,[1+3],120172,400,[1+3],120173,400,[1+3],120174,400,[1+3],120175,400,[1+3],111,500,[1+1],112,400,[1+1],113,100,[1+1],,,,,,,,,,,,,,,,,,
140001,[2+3],0,1,,,,,,,,,100003,5000,[3+4],100002,4000,[1+1],100001,1000,[1+1],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140002,[3+3],0,1,,,,,,,,,100003,5000,[3+4],100002,4000,[1+1],100001,1000,[1+1],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140003,[3+4],0,1,,,,,,,,,100003,5000,[3+4],100002,4000,[1+1],100001,1000,[1+1],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
