装备生成ID,装备备注,生成道具ID,装备基础效果1,装备基础效果1参数,装备基础效果1描述,装备基础效果2,装备基础效果2参数,装备基础效果2描述,装备基础效果3,装备基础效果3参数,装备基础效果3描述,装备基础效果4,装备基础效果4参数,装备基础效果4描述,装备基础效果5,装备基础效果5参数,装备基础效果5描述,装备基础效果6,装备基础效果6参数,装备基础效果6描述,装备基础效果7,装备基础效果7参数,装备基础效果7描述,装备基础效果8,装备基础效果8参数,装备基础效果8描述,装备备选效果1,备选效果1权值,装备备选效果1参数,装备备选效果1描述,装备备选效果2,备选效果2权值,装备备选效果2参数,装备备选效果2描述,装备备选效果3,备选效果3权值,装备备选效果3参数,装备备选效果3描述,装备备选效果4,备选效果4权值,装备备选效果4参数,装备备选效果4描述,装备备选效果5,备选效果5权值,装备备选效果5参数,装备备选效果5描述,装备备选效果6,备选效果6权值,装备备选效果6参数,装备备选效果6描述,装备备选效果7,备选效果7权值,装备备选效果7参数,装备备选效果7描述,装备备选效果8,备选效果8权值,装备效果8参数,装备效果8描述
231043,风之靴生成器(蓝),23043,4,[90+130],34004,23,[2+2],34023,,,,,,,,,,,,,,,,,,,6,1000,[10+20],34006,3,2500,[3+6],34003,20,2000,[2+4],34020,21,1000,[1+3],34021,23,1000,[1+2],34023,24,2500,[1+2],34024,,,,,,,,
231044,风之靴生成器(紫),23044,4,[103+149],34004,23,[2+3],34023,,,,,,,,,,,,,,,,,,,6,1000,[10+20],34006,3,2500,[3+6],34003,20,2000,[2+4],34020,21,1000,[1+3],34021,23,1000,[1+2],34023,24,2500,[1+2],34024,,,,,,,,
231045,术士之靴生成器(白),23045,4,[34+50],34004,31,[3+5],34031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231046,术士之靴生成器(绿),23046,4,[40+57],34004,31,[4+5],34031,,,,,,,,,,,,,,,,,,,8,1000,[10+20],34008,11,2000,[9+19],34011,14,2000,[9+19],34014,18,1500,[6+12],34018,31,1500,[2+4],34031,3,2000,[3+6],34003,,,,,,,,
231047,术士之靴生成器(蓝),23047,4,[46+66],34004,31,[4+6],34031,,,,,,,,,,,,,,,,,,,8,1000,[10+20],34008,11,2000,[9+19],34011,14,2000,[9+19],34014,18,1500,[6+12],34018,31,1500,[2+4],34031,3,2000,[3+6],34003,,,,,,,,
231048,术士之靴生成器(紫),23048,4,[52+76],34004,31,[5+7],34031,,,,,,,,,,,,,,,,,,,8,1000,[10+20],34008,11,2000,[9+19],34011,14,2000,[9+19],34014,18,1500,[6+12],34018,31,1500,[2+4],34031,3,2000,[3+6],34003,,,,,,,,
231049,祭司之靴生成器(白),23049,4,[30+43],34004,14,[26+37],34014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231050,祭司之靴生成器(绿),23050,4,[35+50],34004,14,[30+43],34014,,,,,,,,,,,,,,,,,,,8,1000,[10+20],34008,11,2000,[9+19],34011,14,2000,[9+19],34014,18,1500,[6+12],34018,20,1500,[2+4],34020,3,2000,[3+6],34003,,,,,,,,
231051,祭司之靴生成器(蓝),23051,4,[40+58],34004,14,[34+49],34014,,,,,,,,,,,,,,,,,,,8,1000,[10+20],34008,11,2000,[9+19],34011,14,2000,[9+19],34014,18,1500,[6+12],34018,20,1500,[2+4],34020,3,2000,[3+6],34003,,,,,,,,
231052,祭司之靴生成器(紫),23052,4,[46+66],34004,14,[39+57],34014,,,,,,,,,,,,,,,,,,,8,1000,[10+20],34008,11,2000,[9+19],34011,14,2000,[9+19],34014,18,1500,[6+12],34018,20,1500,[2+4],34020,3,2000,[3+6],34003,,,,,,,,
231053,荣耀之靴生成器(白),23053,4,[68+98],34004,16,[16+23],34016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231054,荣耀之靴生成器(绿),23054,4,[79+114],34004,16,[18+26],34016,,,,,,,,,,,,,,,,,,,6,1000,[13+27],34006,11,1500,[13+25],34011,14,1500,[13+25],34014,21,1000,[2+4],34021,24,1500,[1+4],34024,25,1500,[3+7],34025,3,2000,[5+9],34003,,,,
231055,荣耀之靴生成器(蓝),23055,4,[90+131],34004,16,[21+30],34016,,,,,,,,,,,,,,,,,,,6,1000,[13+27],34006,11,1500,[13+25],34011,14,1500,[13+25],34014,21,1000,[2+4],34021,24,1500,[1+4],34024,25,1500,[3+7],34025,3,2000,[5+9],34003,,,,
231056,荣耀之靴生成器(紫),23056,4,[104+150],34004,16,[24+35],34016,,,,,,,,,,,,,,,,,,,6,1000,[13+27],34006,11,1500,[13+25],34011,14,1500,[13+25],34014,21,1000,[2+4],34021,24,1500,[1+4],34024,25,1500,[3+7],34025,3,2000,[5+9],34003,,,,
231061,王牌之靴生成器(白),23061,4,[34+50],34004,6,[44+63],34006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231062,王牌之靴生成器(绿),23062,4,[40+57],34004,6,[51+73],34006,,,,,,,,,,,,,,,,,,,6,1000,[13+27],34006,16,1500,[8+16],34016,20,1500,[3+6],34020,23,1000,[1+4],34023,24,1500,[1+4],34024,25,1500,[3+7],34025,3,2000,[5+9],34003,,,,
231063,王牌之靴生成器(蓝),23063,4,[46+66],34004,6,[58+84],34006,,,,,,,,,,,,,,,,,,,6,1000,[13+27],34006,16,1500,[8+16],34016,20,1500,[3+6],34020,23,1000,[1+4],34023,24,1500,[1+4],34024,25,1500,[3+7],34025,3,2000,[5+9],34003,,,,
231064,王牌之靴生成器(紫),23064,4,[52+76],34004,6,[67+97],34006,,,,,,,,,,,,,,,,,,,6,1000,[13+27],34006,16,1500,[8+16],34016,20,1500,[3+6],34020,23,1000,[1+4],34023,24,1500,[1+4],34024,25,1500,[3+7],34025,3,2000,[5+9],34003,,,,
231065,暗影之靴生成器(白),23065,4,[83+121],34004,23,[2+4],34023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231066,暗影之靴生成器(绿),23066,4,[97+140],34004,23,[3+4],34023,,,,,,,,,,,,,,,,,,,6,1000,[13+27],34006,3,2500,[5+9],34003,20,2000,[3+6],34020,21,1000,[2+4],34021,23,1000,[1+4],34023,24,2500,[1+4],34024,,,,,,,,
231067,暗影之靴生成器(蓝),23067,4,[111+161],34004,23,[3+5],34023,,,,,,,,,,,,,,,,,,,6,1000,[13+27],34006,3,2500,[5+9],34003,20,2000,[3+6],34020,21,1000,[2+4],34021,23,1000,[1+4],34023,24,2500,[1+4],34024,,,,,,,,
231068,暗影之靴生成器(紫),23068,4,[128+185],34004,23,[4+6],34023,,,,,,,,,,,,,,,,,,,6,1000,[13+27],34006,3,2500,[5+9],34003,20,2000,[3+6],34020,21,1000,[2+4],34021,23,1000,[1+4],34023,24,2500,[1+4],34024,,,,,,,,
231069,水晶之靴生成器(白),23069,4,[45+65],34004,31,[4+6],34031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231070,水晶之靴生成器(绿),23070,4,[52+75],34004,31,[5+7],34031,,,,,,,,,,,,,,,,,,,8,1000,[13+27],34008,11,2000,[13+25],34011,14,2000,[13+25],34014,18,1500,[8+16],34018,31,1500,[3+5],34031,3,2000,[5+9],34003,,,,,,,,
231071,水晶之靴生成器(蓝),23071,4,[60+86],34004,31,[6+8],34031,,,,,,,,,,,,,,,,,,,8,1000,[13+27],34008,11,2000,[13+25],34011,14,2000,[13+25],34014,18,1500,[8+16],34018,31,1500,[3+5],34031,3,2000,[5+9],34003,,,,,,,,
231072,水晶之靴生成器(紫),23072,4,[69+99],34004,31,[7+10],34031,,,,,,,,,,,,,,,,,,,8,1000,[13+27],34008,11,2000,[13+25],34011,14,2000,[13+25],34014,18,1500,[8+16],34018,31,1500,[3+5],34031,3,2000,[5+9],34003,,,,,,,,
231073,祝福之靴生成器(白),23073,4,[39+57],34004,14,[37+54],34014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231074,祝福之靴生成器(绿),23074,4,[45+66],34004,14,[43+63],34014,,,,,,,,,,,,,,,,,,,8,1000,[13+27],34008,11,2000,[13+25],34011,14,2000,[13+25],34014,18,1500,[8+16],34018,20,1500,[3+6],34020,3,2000,[5+9],34003,,,,,,,,
231075,祝福之靴生成器(蓝),23075,4,[52+76],34004,14,[50+72],34014,,,,,,,,,,,,,,,,,,,8,1000,[13+27],34008,11,2000,[13+25],34011,14,2000,[13+25],34014,18,1500,[8+16],34018,20,1500,[3+6],34020,3,2000,[5+9],34003,,,,,,,,
231076,祝福之靴生成器(紫),23076,4,[60+87],34004,14,[57+83],34014,,,,,,,,,,,,,,,,,,,8,1000,[13+27],34008,11,2000,[13+25],34011,14,2000,[13+25],34014,18,1500,[8+16],34018,20,1500,[3+6],34020,3,2000,[5+9],34003,,,,,,,,
231077,狂傲之靴生成器(白),23077,4,[87+125],34004,16,[20+29],34016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231078,狂傲之靴生成器(绿),23078,4,[100+145],34004,16,[23+33],34016,,,,,,,,,,,,,,,,,,,6,1000,[17+33],34006,11,1500,[17+33],34011,14,1500,[17+33],34014,21,1000,[3+5],34021,24,1500,[2+5],34024,25,1500,[5+9],34025,3,2000,[7+12],34003,,,,
231079,狂傲之靴生成器(蓝),23079,4,[115+167],34004,16,[27+38],34016,,,,,,,,,,,,,,,,,,,6,1000,[17+33],34006,11,1500,[17+33],34011,14,1500,[17+33],34014,21,1000,[3+5],34021,24,1500,[2+5],34024,25,1500,[5+9],34025,3,2000,[7+12],34003,,,,
231080,狂傲之靴生成器(紫),23080,4,[133+192],34004,16,[31+44],34016,,,,,,,,,,,,,,,,,,,6,1000,[17+33],34006,11,1500,[17+33],34011,14,1500,[17+33],34014,21,1000,[3+5],34021,24,1500,[2+5],34024,25,1500,[5+9],34025,3,2000,[7+12],34003,,,,
231085,狩魂之靴生成器(白),23085,4,[44+63],34004,6,[57+82],34006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231086,狩魂之靴生成器(绿),23086,4,[51+73],34004,6,[66+95],34006,,,,,,,,,,,,,,,,,,,6,1000,[17+33],34006,16,1500,[10+20],34016,20,1500,[4+8],34020,23,1000,[2+5],34023,24,1500,[2+5],34024,25,1500,[5+9],34025,3,2000,[7+12],34003,,,,
231087,狩魂之靴生成器(蓝),23087,4,[58+84],34004,6,[76+109],34006,,,,,,,,,,,,,,,,,,,6,1000,[17+33],34006,16,1500,[10+20],34016,20,1500,[4+8],34020,23,1000,[2+5],34023,24,1500,[2+5],34024,25,1500,[5+9],34025,3,2000,[7+12],34003,,,,
231088,狩魂之靴生成器(紫),23088,4,[67+97],34004,6,[87+126],34006,,,,,,,,,,,,,,,,,,,6,1000,[17+33],34006,16,1500,[10+20],34016,20,1500,[4+8],34020,23,1000,[2+5],34023,24,1500,[2+5],34024,25,1500,[5+9],34025,3,2000,[7+12],34003,,,,
231089,神行之靴生成器(白),23089,4,[100+144],34004,23,[4+5],34023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231090,神行之靴生成器(绿),23090,4,[116+167],34004,23,[4+6],34023,,,,,,,,,,,,,,,,,,,6,1000,[17+33],34006,3,2500,[7+12],34003,20,2000,[4+8],34020,21,1000,[3+5],34021,23,1000,[2+5],34023,24,2500,[2+5],34024,,,,,,,,
231091,神行之靴生成器(蓝),23091,4,[133+192],34004,23,[5+7],34023,,,,,,,,,,,,,,,,,,,6,1000,[17+33],34006,3,2500,[7+12],34003,20,2000,[4+8],34020,21,1000,[3+5],34021,23,1000,[2+5],34023,24,2500,[2+5],34024,,,,,,,,
231092,神行之靴生成器(紫),23092,4,[153+221],34004,23,[6+8],34023,,,,,,,,,,,,,,,,,,,6,1000,[17+33],34006,3,2500,[7+12],34003,20,2000,[4+8],34020,21,1000,[3+5],34021,23,1000,[2+5],34023,24,2500,[2+5],34024,,,,,,,,
231093,魔导之靴生成器(白),23093,4,[56+81],34004,31,[6+8],34031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231094,魔导之靴生成器(绿),23094,4,[65+94],34004,31,[6+9],34031,,,,,,,,,,,,,,,,,,,8,1000,[17+33],34008,11,2000,[17+33],34011,14,2000,[17+33],34014,18,1500,[10+20],34018,31,1500,[3+7],34031,3,2000,[7+12],34003,,,,,,,,
231095,魔导之靴生成器(蓝),23095,4,[75+108],34004,31,[7+11],34031,,,,,,,,,,,,,,,,,,,8,1000,[17+33],34008,11,2000,[17+33],34011,14,2000,[17+33],34014,18,1500,[10+20],34018,31,1500,[3+7],34031,3,2000,[7+12],34003,,,,,,,,
231096,魔导之靴生成器(紫),23096,4,[86+124],34004,31,[9+12],34031,,,,,,,,,,,,,,,,,,,8,1000,[17+33],34008,11,2000,[17+33],34011,14,2000,[17+33],34014,18,1500,[10+20],34018,31,1500,[3+7],34031,3,2000,[7+12],34003,,,,,,,,
231097,星语之靴生成器(白),23097,4,[48+69],34004,14,[50+72],34014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231098,星语之靴生成器(绿),23098,4,[56+80],34004,14,[58+84],34014,,,,,,,,,,,,,,,,,,,8,1000,[17+33],34008,11,2000,[17+33],34011,14,2000,[17+33],34014,18,1500,[10+20],34018,20,1500,[4+8],34020,3,2000,[7+12],34003,,,,,,,,
231099,星语之靴生成器(蓝),23099,4,[64+92],34004,14,[66+96],34014,,,,,,,,,,,,,,,,,,,8,1000,[17+33],34008,11,2000,[17+33],34011,14,2000,[17+33],34014,18,1500,[10+20],34018,20,1500,[4+8],34020,3,2000,[7+12],34003,,,,,,,,
231100,星语之靴生成器(紫),23100,4,[73+106],34004,14,[76+110],34014,,,,,,,,,,,,,,,,,,,8,1000,[17+33],34008,11,2000,[17+33],34011,14,2000,[17+33],34014,18,1500,[10+20],34018,20,1500,[4+8],34020,3,2000,[7+12],34003,,,,,,,,
231101,皮革护靴生成器(白）,23101,4,[68+99],34004,11,[2+4],34011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231102,皮革护靴生成器(绿）,23102,4,[79+115],34004,11,[3+4],34011,,,,,,,,,,,,,,,,,,,6,1000,[7+13],34006,11,1500,[6+12],34011,14,1500,[6+12],34014,21,1000,[1+2],34021,24,1500,[1+2],34024,25,1500,[2+4],34025,3,2000,[2+4],34003,,,,
231103,皮革护靴生成器(蓝),23103,4,[91+132],34004,11,[3+5],34011,,,,,,,,,,,,,,,,,,,6,1000,[7+13],34006,11,1500,[6+12],34011,14,1500,[6+12],34014,21,1000,[1+2],34021,24,1500,[1+2],34024,25,1500,[2+4],34025,3,2000,[2+4],34003,,,,
231104,皮革护靴生成器(紫),23104,4,[105+152],34004,11,[4+6],34011,,,,,,,,,,,,,,,,,,,6,1000,[7+13],34006,11,1500,[6+12],34011,14,1500,[6+12],34014,21,1000,[1+2],34021,24,1500,[1+2],34024,25,1500,[2+4],34025,3,2000,[2+4],34003,,,,
231105,行军护靴生成器(白）,23105,4,[81+117],34004,11,[6+9],34011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231106,行军护靴生成器(绿）,23106,4,[94+136],34004,11,[7+10],34011,,,,,,,,,,,,,,,,,,,6,1000,[10+20],34006,11,1500,[9+19],34011,14,1500,[9+19],34014,21,1000,[1+3],34021,24,1500,[1+2],34024,25,1500,[2+6],34025,3,2000,[3+6],34003,,,,
231107,行军护靴生成器(蓝),23107,4,[108+156],34004,11,[8+12],34011,,,,,,,,,,,,,,,,,,,6,1000,[10+20],34006,11,1500,[9+19],34011,14,1500,[9+19],34014,21,1000,[1+3],34021,24,1500,[1+2],34024,25,1500,[2+6],34025,3,2000,[3+6],34003,,,,
231108,行军护靴生成器(紫),23108,4,[124+179],34004,11,[10+14],34011,,,,,,,,,,,,,,,,,,,6,1000,[10+20],34006,11,1500,[9+19],34011,14,1500,[9+19],34014,21,1000,[1+3],34021,24,1500,[1+2],34024,25,1500,[2+6],34025,3,2000,[3+6],34003,,,,
231109,圣堂护靴生成器(白）,23109,4,[98+142],34004,11,[16+23],34011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231110,圣堂护靴生成器(绿）,23110,4,[114+165],34004,11,[18+26],34011,,,,,,,,,,,,,,,,,,,6,1000,[13+27],34006,11,1500,[13+25],34011,14,1500,[13+25],34014,21,1000,[2+4],34021,24,1500,[1+4],34024,25,1500,[3+7],34025,3,2000,[5+9],34003,,,,
231111,圣堂护靴生成器(蓝),23111,4,[131+190],34004,11,[21+30],34011,,,,,,,,,,,,,,,,,,,6,1000,[13+27],34006,11,1500,[13+25],34011,14,1500,[13+25],34014,21,1000,[2+4],34021,24,1500,[1+4],34024,25,1500,[3+7],34025,3,2000,[5+9],34003,,,,
231112,圣堂护靴生成器(紫),23112,4,[151+218],34004,11,[24+35],34011,,,,,,,,,,,,,,,,,,,6,1000,[13+27],34006,11,1500,[13+25],34011,14,1500,[13+25],34014,21,1000,[2+4],34021,24,1500,[1+4],34024,25,1500,[3+7],34025,3,2000,[5+9],34003,,,,
231113,65守卫鞋子生成器(白）,23113,4,[118+171],34004,11,[22+32],34011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231114,65守卫鞋子生成器(绿）,23114,4,[137+198],34004,11,[25+37],34011,,,,,,,,,,,,,,,,,,,6,1000,[17+33],34006,11,1500,[17+33],34011,14,1500,[17+33],34014,21,1000,[3+5],34021,24,1500,[2+5],34024,25,1500,[5+9],34025,3,2000,[7+12],34003,,,,
231115,65守卫鞋子生成器(蓝),23115,4,[158+228],34004,11,[29+42],34011,,,,,,,,,,,,,,,,,,,6,1000,[17+33],34006,11,1500,[17+33],34011,14,1500,[17+33],34014,21,1000,[3+5],34021,24,1500,[2+5],34024,25,1500,[5+9],34025,3,2000,[7+12],34003,,,,
231116,65守卫鞋子生成器(紫),23116,4,[181+262],34004,11,[33+48],34011,,,,,,,,,,,,,,,,,,,6,1000,[17+33],34006,11,1500,[17+33],34011,14,1500,[17+33],34014,21,1000,[3+5],34021,24,1500,[2+5],34024,25,1500,[5+9],34025,3,2000,[7+12],34003,,,,
231501,角斗之靴生成器(金),23501,4,[135+135],34004,6,[30+30],34006,,,,,,,,,,,,,,,,,,,11,2500,[9+9],34011,14,2500,[9+9],34014,21,2500,[2+2],34021,3,2500,[5+5],34003,,,,,,,,,,,,,,,,
231509,战靴生成器(金),23509,4,[87+126],34004,23,[2+4],34023,,,,,,,,,,,,,,,,,,,6,1000,[7+13],34006,3,2500,[2+4],34003,20,2000,[1+3],34020,21,1000,[1+2],34021,23,1000,[1+2],34023,24,2500,[1+2],34024,,,,,,,,
231513,精灵靴生成器(金),23513,4,[49+70],34004,14,[27+40],34014,,,,,,,,,,,,,,,,,,,8,1000,[7+13],34008,11,2000,[6+12],34011,14,2000,[6+12],34014,18,1500,[4+8],34018,20,1500,[1+3],34020,3,2000,[2+4],34003,,,,,,,,
231517,武士靴生成器(金),23517,4,[62+90],34004,16,[12+18],34016,,,,,,,,,,,,,,,,,,,6,1000,[7+13],34006,11,1500,[6+12],34011,14,1500,[6+12],34014,21,1000,[1+2],34021,24,1500,[1+2],34024,25,1500,[2+4],34025,3,2000,[2+4],34003,,,,
231521,飞羽靴生成器(金),23521,4,[35+50],34004,6,[37+54],34006,,,,,,,,,,,,,,,,,,,6,1000,[7+13],34006,16,1500,[4+8],34016,20,1500,[1+3],34020,23,1000,[1+2],34023,24,1500,[1+2],34024,25,1500,[2+4],34025,3,2000,[2+4],34003,,,,
231525,魔法靴生成器(金),23525,4,[52+76],34004,31,[4+5],34031,,,,,,,,,,,,,,,,,,,8,1000,[7+13],34008,11,2000,[6+12],34011,14,2000,[6+12],34014,18,1500,[4+8],34018,31,1500,[1+3],34031,3,2000,[2+4],34003,,,,,,,,
231529,骑士靴生成器(金),23529,4,[101+146],34004,16,[21+31],34016,,,,,,,,,,,,,,,,,,,6,1000,[10+20],34006,11,1500,[9+19],34011,14,1500,[9+19],34014,21,1000,[1+3],34021,24,1500,[1+2],34024,25,1500,[2+6],34025,3,2000,[3+6],34003,,,,
231537,鹰之靴生成器(金),23537,4,[51+74],34004,6,[61+88],34006,,,,,,,,,,,,,,,,,,,6,1000,[10+20],34006,16,1500,[6+12],34016,20,1500,[2+4],34020,23,1000,[1+2],34023,24,1500,[1+2],34024,25,1500,[2+6],34025,3,2000,[3+6],34003,,,,
231541,风之靴生成器(金),23541,4,[134+194],34004,23,[2+4],34023,,,,,,,,,,,,,,,,,,,6,1000,[10+20],34006,3,2500,[3+6],34003,20,2000,[2+4],34020,21,1000,[1+3],34021,23,1000,[1+2],34023,24,2500,[1+2],34024,,,,,,,,
231545,术士之靴生成器(金),23545,4,[68+99],34004,31,[6+9],34031,,,,,,,,,,,,,,,,,,,8,1000,[10+20],34008,11,2000,[9+19],34011,14,2000,[9+19],34014,18,1500,[6+12],34018,31,1500,[2+4],34031,3,2000,[3+6],34003,,,,,,,,
231549,祭司之靴生成器(金),23549,4,[60+86],34004,14,[51+74],34014,,,,,,,,,,,,,,,,,,,8,1000,[10+20],34008,11,2000,[9+19],34011,14,2000,[9+19],34014,18,1500,[6+12],34018,20,1500,[2+4],34020,3,2000,[3+6],34003,,,,,,,,
231553,荣耀之靴生成器(金),23553,4,[136+196],34004,16,[31+45],34016,,,,,,,,,,,,,,,,,,,6,1000,[13+27],34006,11,1500,[13+25],34011,14,1500,[13+25],34014,21,1000,[2+4],34021,24,1500,[1+4],34024,25,1500,[3+7],34025,3,2000,[5+9],34003,,,,
231561,王牌之靴生成器(金),23561,4,[68+99],34004,6,[87+126],34006,,,,,,,,,,,,,,,,,,,6,1000,[13+27],34006,16,1500,[8+16],34016,20,1500,[3+6],34020,23,1000,[1+4],34023,24,1500,[1+4],34024,25,1500,[3+7],34025,3,2000,[5+9],34003,,,,
231565,暗影之靴生成器(金),23565,4,[167+241],34004,23,[5+7],34023,,,,,,,,,,,,,,,,,,,6,1000,[13+27],34006,3,2500,[5+9],34003,20,2000,[3+6],34020,21,1000,[2+4],34021,23,1000,[1+4],34023,24,2500,[1+4],34024,,,,,,,,
231569,水晶之靴生成器(金),23569,4,[90+130],34004,31,[9+13],34031,,,,,,,,,,,,,,,,,,,8,1000,[13+27],34008,11,2000,[13+25],34011,14,2000,[13+25],34014,18,1500,[8+16],34018,31,1500,[3+5],34031,3,2000,[5+9],34003,,,,,,,,
231573,祝福之靴生成器(金),23573,4,[78+113],34004,14,[75+108],34014,,,,,,,,,,,,,,,,,,,8,1000,[13+27],34008,11,2000,[13+25],34011,14,2000,[13+25],34014,18,1500,[8+16],34018,20,1500,[3+6],34020,3,2000,[5+9],34003,,,,,,,,
231577,狂傲之靴生成器(金),23577,4,[173+250],34004,16,[40+58],34016,,,,,,,,,,,,,,,,,,,6,1000,[17+33],34006,11,1500,[17+33],34011,14,1500,[17+33],34014,21,1000,[3+5],34021,24,1500,[2+5],34024,25,1500,[5+9],34025,3,2000,[7+12],34003,,,,
231585,狩魂之靴生成器(金),23585,4,[87+126],34004,6,[113+164],34006,,,,,,,,,,,,,,,,,,,6,1000,[17+33],34006,16,1500,[10+20],34016,20,1500,[4+8],34020,23,1000,[2+5],34023,24,1500,[2+5],34024,25,1500,[5+9],34025,3,2000,[7+12],34003,,,,
231589,神行之靴生成器(金),23589,4,[199+288],34004,23,[7+11],34023,,,,,,,,,,,,,,,,,,,6,1000,[17+33],34006,3,2500,[7+12],34003,20,2000,[4+8],34020,21,1000,[3+5],34021,23,1000,[2+5],34023,24,2500,[2+5],34024,,,,,,,,
231593,魔导之靴生成器(金),23593,4,[112+162],34004,31,[11+16],34031,,,,,,,,,,,,,,,,,,,8,1000,[17+33],34008,11,2000,[17+33],34011,14,2000,[17+33],34014,18,1500,[10+20],34018,31,1500,[3+7],34031,3,2000,[7+12],34003,,,,,,,,
231597,星语之靴生成器(金),23597,4,[96+139],34004,14,[100+144],34014,,,,,,,,,,,,,,,,,,,8,1000,[17+33],34008,11,2000,[17+33],34011,14,2000,[17+33],34014,18,1500,[10+20],34018,20,1500,[4+8],34020,3,2000,[7+12],34003,,,,,,,,
231601,皮革护靴生成器(金),23601,4,[137+198],34004,11,[5+7],34011,,,,,,,,,,,,,,,,,,,6,1000,[7+13],34006,11,1500,[6+12],34011,14,1500,[6+12],34014,21,1000,[1+2],34021,24,1500,[1+2],34024,25,1500,[2+4],34025,3,2000,[2+4],34003,,,,
231605,行军护靴生成器(金),23605,4,[162+234],34004,11,[12+18],34011,,,,,,,,,,,,,,,,,,,6,1000,[10+20],34006,11,1500,[9+19],34011,14,1500,[9+19],34014,21,1000,[1+3],34021,24,1500,[1+2],34024,25,1500,[2+6],34025,3,2000,[3+6],34003,,,,
231609,圣堂护靴生成器(金),23609,4,[197+284],34004,11,[27+40],34011,,,,,,,,,,,,,,,,,,,6,1000,[13+27],34006,11,1500,[13+25],34011,14,1500,[13+25],34014,21,1000,[2+4],34021,24,1500,[1+4],34024,25,1500,[3+7],34025,3,2000,[5+9],34003,,,,
231613,65守卫鞋子生成器(金),23613,4,[237+342],34004,11,[44+63],34011,,,,,,,,,,,,,,,,,,,6,1000,[17+33],34006,11,1500,[17+33],34011,14,1500,[17+33],34014,21,1000,[3+5],34021,24,1500,[2+5],34024,25,1500,[5+9],34025,3,2000,[7+12],34003,,,,
231901,1级勇士套装鞋（橙）,23901,4,[116+168],34004,16,[25+36],34016,,,,,,,,,,,,,,,,,,,6,1000,[10+20],34006,11,1500,[9+19],34011,14,1500,[9+19],34014,21,1000,[1+3],34021,24,1500,[1+2],34024,25,1500,[2+6],34025,3,2000,[3+6],34003,,,,
241017,黄晶石之戒(白),24017,4,[19+27],34004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241018,黄晶石之戒(绿),24018,4,[22+31],34004,,,,,,,,,,,,,,,,,,,,,,6,1250,[7+13],34006,6,1250,[7+13],34006,8,1250,[7+13],34008,8,1250,[7+13],34008,16,1250,[3+8],34016,16,1250,[3+8],34016,18,1250,[3+8],34018,18,1250,[3+8],34018
241019,黄晶石之戒(蓝),24019,4,[25+36],34004,,,,,,,,,,,,,,,,,,,,,,6,1250,[7+13],34006,6,1250,[7+13],34006,8,1250,[7+13],34008,8,1250,[7+13],34008,16,1250,[3+8],34016,16,1250,[3+8],34016,18,1250,[3+8],34018,18,1250,[3+8],34018
241020,黄晶石之戒(紫),24020,4,[29+41],34004,,,,,,,,,,,,,,,,,,,,,,6,1250,[7+13],34006,6,1250,[7+13],34006,8,1250,[7+13],34008,8,1250,[7+13],34008,16,1250,[3+8],34016,16,1250,[3+8],34016,18,1250,[3+8],34018,18,1250,[3+8],34018
241021,黄晶石指环(白),24021,4,[19+27],34004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241022,黄晶石指环(绿),24022,4,[22+31],34004,,,,,,,,,,,,,,,,,,,,,,4,1250,[22+37],34004,4,1250,[22+37],34004,11,1250,[6+12],34011,11,1250,[6+12],34011,11,1250,[6+12],34011,14,1250,[6+12],34014,14,1250,[6+12],34014,14,1250,[6+12],34014
