增益ID,描述,BUFF标识,层数,buff生命周期,回收添加新BUFF的条件,回收时添加的新buff_ID,Buff特效动画ID,buffUI表现ID,buff特效播放点,特效是否跟随移动,buff目标,首次生效时间,生效总次数,Buff触发类型,Buff触发类型参数,生效条件1,生效条件2,生效条件3,生效条件4,Buff生效时目标结算ID,Buff生效时对召唤师结算ID,Buff失效时目标结算ID,Buff失效时召唤师结算ID,是否加载技能
111714,召唤二星骷髅战士前,3,1,12000,0,[],[],0,0,0,-1,2000,1,1,[1],Is_HasBuffTarget(),Is_HasSkillPoint(1*300*0),,,[],[],[],[],111714
111715,召唤二星骷髅射手后,3,1,12000,0,[],[],0,0,0,-1,2000,1,1,[1],Is_HasBuffTarget(),Is_HasSkillPoint(1*150*0),,,[],[],[],[],111715
111717,召唤二星骷髅战士后,3,1,12000,0,[],[],0,0,0,-1,2000,1,1,[1],Is_HasBuffTarget(),Is_HasSkillPoint(1*200*0),,,[],[],[],[],111717
111718,召唤二星骷髅射手前,3,1,12000,0,[],[],0,0,0,-1,2000,1,1,[1],Is_HasBuffTarget(),Is_HasSkillPoint(1*250*0),,,[],[],[],[],111718
111800,死亡之盾lv5,3,1,8000,0,[],[40701],0,2,1,-1,1,-1,12,[1],Is_HasBuffTarget(),,,,[111800],[111800],[],[],0
111901,120秒倒计时buff,3,1,60000,0,[],[],0,3,1,-1,0,1,1,[0],Is_HasBuffTarget(),,,,[],[],[],[],0
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
112103,召唤栅栏（中间位置）,3,1,2000,0,[],[],0,1,1,-1,5,1,1,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*950*0),,,[],[],[],[],112103
112202,召唤骷髅,3,1,29000,1,[112204],[],0,1,1,-1,2500,-1,1,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*225*0),Is_BuffSkillReady(0*112203),,[],[],[],[],112203
112203,召唤骷髅弓箭手,3,1,29000,1,[112205],[],0,1,1,-1,6500,-1,1,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*225*0),Is_BuffSkillReady(0*112204),,[],[],[],[],112204
112204,召唤骷髅木乃伊,3,1,80000,1,[112206],[],0,1,1,-1,2500,-1,1,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*225*0),Is_BuffSkillReady(0*112205),,[],[],[],[],112205
112205,召唤幽灵,3,1,80000,1,[112207],[],0,1,1,-1,6500,-1,1,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*225*0),Is_BuffSkillReady(0*112206),,[],[],[],[],112206
112206,召唤雪女,3,1,-1,1,[],[],0,1,1,-1,2500,-1,1,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*225*0),Is_BuffSkillReady(0*112207),,[],[],[],[],112207
112207,召唤屠夫,3,1,-1,1,[],[],0,1,1,-1,6500,-1,1,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*225*0),Is_BuffSkillReady(0*112208),,[],[],[],[],112208
112213,召唤低级骷髅,3,1,21000,0,[112202],[],0,1,1,-1,2500,-1,1,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*225*0),Is_BuffSkillReady(0*112210),,[],[],[],[],112210
112214,召唤低级骷髅弓箭手,3,1,21000,0,[112203],[],0,1,1,-1,6500,-1,1,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*225*0),Is_BuffSkillReady(0*112211),,[],[],[],[],112211
112303,召唤骷髅,3,1,29000,0,[112305],[],0,1,1,-1,2500,-1,1,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*225*0),Is_BuffSkillReady(0*112303),,[],[],[],[],112303
112304,召唤骷髅弓箭手,3,1,29000,0,[112306],[],0,1,1,-1,6500,-1,1,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*225*0),Is_BuffSkillReady(0*112304),,[],[],[],[],112304
112305,召唤木乃伊,3,1,46000,0,[112307],[],0,1,1,-1,2500,-1,1,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*225*0),Is_BuffSkillReady(0*112305),,[],[],[],[],112305
112306,召唤幽灵,3,1,46000,0,[112308],[],0,1,1,-1,6500,-1,1,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*225*0),Is_BuffSkillReady(0*112306),,[],[],[],[],112306
112307,召唤雪女,3,1,67000,0,[112309],[],0,1,1,-1,2500,-1,1,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*225*0),Is_BuffSkillReady(0*112307),,[],[],[],[],112307
112308,召唤屠夫,3,1,67000,0,[112310],[],0,1,1,-1,6500,-1,1,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*225*0),Is_BuffSkillReady(0*112308),,[],[],[],[],112308
112309,召唤死亡骑士,3,1,-1,1,[],[],0,1,1,-1,2500,-1,1,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*225*0),Is_BuffSkillReady(0*112310),,[],[],[],[],112310
112310,召唤巫妖,3,1,-1,1,[],[],0,1,1,-1,6500,-1,1,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*225*0),Is_BuffSkillReady(0*112311),,[],[],[],[],112311
112315,百鬼夜行倒计时buff1,3,1,42000,0,[],[],0,3,1,-1,2600,1,1,[1],Is_HasBuffTarget(),Is_HasSkillPoint(1*-175*0),,,[],[],[],[],101817
112316,百鬼夜行倒计时buff2,3,1,42000,0,[],[],0,3,1,-1,2600,1,1,[1],Is_HasBuffTarget(),Is_HasSkillPoint(1*175*0),,,[],[],[],[],101818
112317,百鬼夜行倒计时buff3,3,1,42000,0,[],[],0,3,1,-1,2600,1,1,[1],Is_HasBuffTarget(),Is_HasSkillPoint(1*350*0),,,[],[],[],[],101819
112401,704初始召唤石像,3,1,-1,0,[],[],0,3,1,-1,0,1,1,[1],Is_HasBuffTarget(),Is_HasSkillPoint(1*450*0),,,[],[],[],[],112405
112402,给敌方单位加BUFF,3,1,-1,0,[],[],0,3,1,112401,1,-1,1,[400],Is_HasBuffTarget(),,,,[],[],[],[],112406
112403,敌放加速BUFF,3,1,600,0,[],[370003],0,3,1,-1,0,1,1,[1],Is_HasBuffTarget(),,,,[112401],[],[112402],[],
112404,给友方方单位加BUFF,3,1,-1,0,[],[],0,3,1,112402,1,-1,1,[400],Is_HasBuffTarget(),,,,[],[],[],[],112407
112405,友方减速BUFF,3,1,600,0,[],[64],0,3,1,-1,0,1,1,[1],Is_HasBuffTarget(),,,,[112403],[],[112404],[],
112406,给友方加ATKbuff,3,1,-1,0,[],[],0,3,1,112402,0,-1,1,[400],Is_HasBuffTarget(),,,,[],[],[],[],112408
112407,友放ATKBUFF,3,1,600,0,[],[370002],0,1,1,-1,0,1,1,[1],Is_HasBuffTarget(),,,,[112405],[],[112406],[],
112408,召唤蝙蝠前置buff,3,1,20000,0,[],[],0,3,1,-1,3000,1,1,[1],Is_HasBuffTarget(),Is_HasSkillPoint(1*0*0),,,[],[],[],[],112409
112409,石柱死亡标记,3,1,-1,0,[],[],0,3,1,-1,0,1,1,[1],Is_HasBuffTarget(),,,,[112408],[112408],[],[],
112411,石柱死亡标记,3,1,-1,0,[],[],0,3,1,-1,0,1,1,[1],Is_HasBuffTarget(),,,,[],[],[],[],
112501,705初始召唤石像1蓝色,3,1,-1,0,[],[],0,3,1,-1,0,1,1,[1],Is_HasBuffTarget(),Is_HasSkillPoint(1*1000*0),,,[],[],[],[],112505
112502,705初始召唤石像2红色,3,1,-1,0,[],[],0,3,1,-1,0,1,1,[1],Is_HasBuffTarget(),Is_HasSkillPoint(1*350*0),,,[],[],[],[],112506
112503,1号位僵尸,3,1,4000,0,[],[],0,3,1,-1,3200,1,1,[1],Is_HasBuffTarget(),Is_HasSkillPoint(1*1000*0),,,[],[],[],[],112409
112504,705召唤石柱1,3,1,-1,0,[],[],0,3,1,112404,5000,1,1,[1],Is_HasBuffTarget(),,,,[112410],[],[],[],
112505,石柱爆炸BUFF,3,1,-1,0,[],[321103],0,3,1,-1,50,1,1,[1],Is_HasBuffTarget(),,,,[112412],[],[],[],
112506,705在石像1处召唤僵尸,3,1,-1,0,[],[],0,3,1,-1,3400,1,1,[1],Is_HasBuffTarget(),Is_HasSkillPoint(1*650*0),,,[],[],[],[],112409
112507,2号蓝石柱,3,1,-1,0,[],[],0,3,1,-1,0,1,1,[1],Is_HasBuffTarget(),Is_HasSkillPoint(1*850*0),,,[],[],[],[],112413
112508,驱散BUFF,3,1,-1,0,[],[],0,3,1,-1,1,-1,1,[800],Is_HasBuffTarget(),,,,[112413],[],[],[],
112601,石柱复活BUFF,3,1,5000,0,[],[],0,3,1,-1,4800,1,1,[1],Is_HasBuffTarget(),,,,[112410],[],[],[],
112606,1号位僵尸,3,1,4000,0,[],[],0,3,1,-1,3000,1,1,[1],Is_HasBuffTarget(),Is_HasSkillPoint(1*1350*0),,,[],[],[],[],112409
112607,2号位僵尸,3,1,4000,0,[],[],0,3,1,-1,3200,1,1,[1],Is_HasBuffTarget(),Is_HasSkillPoint(1*850*0),,,[],[],[],[],112409
112608,3号位僵尸,3,1,4000,0,[],[],0,3,1,-1,3400,1,1,[1],Is_HasBuffTarget(),Is_HasSkillPoint(1*350*0),,,[],[],[],[],112409
112609,影压特效前置BUFF,3,1,1000,0,[],[],0,3,1,-1,1,1,1,[1],Is_HasBuffTarget(),,,,[],[],[],[],112609
112610,7061号蓝石柱,3,1,-1,0,[],[],0,3,1,-1,0,1,1,[1],Is_HasBuffTarget(),Is_HasSkillPoint(1*1350*0),,,[],[],[],[],112414
112611,7063号红石柱,3,1,-1,0,[],[],0,3,1,-1,0,1,1,[1],Is_HasBuffTarget(),Is_HasSkillPoint(1*350*0),,,[],[],[],[],112415
112612,7063号蓝石柱,3,1,-1,0,[],[],0,3,1,-1,5000,1,1,[1],Is_HasBuffTarget(),Is_HasSkillPoint(1*350*0),,,[],[],[],[],112416
112613,7052号蓝石柱,3,1,-1,0,[],[],0,3,1,-1,5000,1,1,[1],Is_HasBuffTarget(),Is_HasSkillPoint(1*350*0),,,[],[],[],[],112411
112701,召唤火焰法阵,3,1,3000,0,[],[],0,3,1,-1,1000,1,1,[1],Is_HasBuffTarget(),Is_HasSkillPoint(1*800*0),,,[],[],[],[],112701
112705,火雨燃烧,2,1,8000,0,[],[10],0,3,1,-1,1,-1,1,[1000],Is_HasBuffTarget(),,,,[112703],[112704],[],[],0
112706,释放火雨,3,1,3000,0,[],[],0,3,1,-1,2000,1,1,[1000],Is_HasBuffTarget(),Is_HasSkillPoint(1*1650*0),,,[],[],[],[],112702
112707,发现友军标识BUFF,3,1,-1,0,[],[],0,3,1,-1,1,-1,1,[1000],Is_HasBuffTarget(),,,,[],[],[],[],0
112708,发现敌军标识BUFF,3,1,-1,0,[],[],0,3,1,-1,1,1,1,[1000],Is_HasBuffTarget(),,,,[],[],[],[],0
112709,发现任何目标添加标志BUFF,3,1,2000,0,[],[412709],0,3,1,-1,1,1,1,[1000],Is_HasBuffTarget(),,,,[112705],[],[],[],0
112710,塔给自己添加特效,3,1,3000,0,[],[412708],0,3,1,-1,1,1,1,[1000],Is_HasBuffTarget(),,,,[],[],[],[],0
112801,召唤冰霜法阵,3,1,3000,0,[],[],0,3,1,-1,1000,1,1,[1],Is_HasBuffTarget(),Is_HasSkillPoint(1*800*0),,,[],[],[],[],112801
112805,释放冰墙BUFF,3,1,3000,0,[],[],0,3,1,-1,1500,1,1,[1000],Is_HasBuffTarget(),Is_HasSkillPoint(1*1850*0),,,[],[],[],[],112803
112807,发现友军标识BUFF,3,1,-1,0,[],[],0,3,1,-1,1,-1,1,[1000],Is_HasBuffTarget(),,,,[],[],[],[],0
112808,发现敌军标识BUFF,3,1,-1,0,[],[],0,3,1,-1,1,1,1,[1000],Is_HasBuffTarget(),,,,[],[],[],[],0
112809,发现任何目标添加标志BUFF,3,1,3000,0,[],[412810],0,3,1,-1,1,1,1,[1000],Is_HasBuffTarget(),,,,[112705],[],[],[],0
112810,塔给自己添加特效,3,1,3000,0,[],[412809],0,3,1,-1,1,1,1,[1000],Is_HasBuffTarget(),,,,[],[],[],[],0
112901,召唤狂风法阵,3,1,3000,0,[],[],0,3,1,-1,1000,1,1,[1],Is_HasBuffTarget(),Is_HasSkillPoint(1*850*0),,,[],[],[],[],112901
112902,狂风法阵特效出现,1,1,-1,0,[112903],[],0,3,1,-1,5,1,12,[1],Is_HasBuffTarget(),,,,[],[],[],[],112908
112903,狂风法阵特效未释放,1,1,-1,0,[],[],0,3,1,-1,200,1,1,[0],Is_HasBuffTarget(),,,,[],[],[],[],0
112905,召唤龙卷风,3,1,1000,0,[],[],0,3,1,-1,100,1,1,[1000],Is_HasBuffTarget(),Is_HasSkillPoint(1*850*0),,,[],[],[],[],112904
112906,BOSS召唤龙卷风,3,1,2000,0,[],[],0,3,1,-1,1200,1,1,[1000],Is_HasBuffTarget(),Is_HasSkillPoint(1*200*0),,,[],[],[],[],112905
112907,龙卷风标识BUFF,3,1,-1,0,[],[],0,3,1,-1,100,1,1,[1000],Is_HasBuffTarget(),,,,[],[],[],[],0
112908,龙卷风将敌人浮空,3,1,-1,0,[],[412908],0,3,1,112707,200,-1,1,[500],Is_HasBuffTarget(),,,,[112903],[],[],[],0
112909,BOSS判断是否释放龙卷风,3,1,500,0,[],[],0,3,1,-1,100,1,1,[1000],Is_HasBuffTarget(),,,,[],[],[],[],0
112910,法阵判断BUFF,3,1,-1,0,[],[],0,3,1,-1,100,1,1,[1000],Is_HasBuffTarget(),,,,[],[],[],[],0
112917,发现友军标识BUFF,3,1,-1,0,[],[],0,3,1,-1,1,-1,1,[1000],Is_HasBuffTarget(),,,,[],[],[],[],0
112918,发现敌军标识BUFF,3,1,-1,0,[],[],0,3,1,-1,1,1,1,[1000],Is_HasBuffTarget(),,,,[],[],[],[],0
112919,发现任何目标添加标志BUFF,3,1,3000,0,[],[412910],0,3,1,-1,1,1,1,[1000],Is_HasBuffTarget(),,,,[112705],[],[],[],0
112920,塔给自己添加特效,3,1,3000,0,[],[412909],0,3,1,-1,1,1,1,[1000],Is_HasBuffTarget(),,,,[],[],[],[],0
113001,火球计时BUFF,3,1,9000,1,[113002],[],0,3,1,3,2000,1,1,[0],Is_HasBuffTarget(),,,,[],[],[],[],113001
113002,冰弹计时BUFF,3,1,9000,1,[113001],[],0,3,1,3,2000,1,1,[0],Is_HasBuffTarget(),,,,[],[],[],[],113002
113004,大宝剑计时BUFF,3,1,1000,0,[113008],[],0,3,1,113001,0,1,1,[0],Is_HasBuffTarget(),,,,[],[],[],[],113004
113006,召唤传送门1,3,1,2500,0,[113007],[],0,3,1,-1,1500,1,1,[0],Is_HasBuffTarget(),Is_HasSkillPoint(1*-200*00),,,[],[],[],[],113005
113007,召唤死亡骑士1,3,1,-1,0,[],[],0,3,1,-1,0,1,1,[0],Is_HasBuffTarget(),Is_HasSkillPoint(1*-150*00),,,[],[],[],[],113006
113008,雷球使用BUFF,3,1,19000,0,[113004],[],0,3,1,3,0,1,1,[0],Is_HasBuffTarget(),,,,[],[],[],[],113003
113010,召唤传送门2,3,1,2500,0,[113011],[],0,3,1,-1,1500,1,1,[0],Is_HasBuffTarget(),Is_HasSkillPoint(1*-200*00),,,[],[],[],[],113005
113011,召唤死亡骑士2,3,1,-1,0,[],[],0,3,1,-1,0,1,1,[0],Is_HasBuffTarget(),Is_HasSkillPoint(1*-150*00),,,[],[],[],[],113006
113101,加攻击速,1,1,17000,0,[],[],0,3,1,-1,5,1,1,[5],Is_HasBuffTarget(),,,,[11],[11],[14],[14],0
113102,加移动速,1,1,17000,0,[],[64],0,3,1,-1,5,1,1,[5],Is_HasBuffTarget(),,,,[2],[2],[5],[5],0
113103,圣光领域对敌,3,1,7000,0,[],[72],0,1,1,-1,5,1,1,[5],Is_HasBuffTarget(),,,,[1601],[1601],[1611],[1611],0
113104,圣光领域对友,3,1,7000,0,[],[113105],0,1,1,-1,5,1,1,[5],Is_HasBuffTarget(),,,,[113101],[113101],[113102],[113102],0
113105,吹笛子延迟,3,1,2000,0,[],[],0,3,1,26,1800,-1,1,[5],Is_HasBuffTarget(),,,,[],[],[],[],113102
113107,释放圣光领域BUFF,3,1,-1,0,[],[],0,3,1,-1,5,-1,1,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*900*00),Is_BuffSkillReady(0*113101),,[],[],[],[],113101
113201,冰块BUFF1,3,1,-1,0,[],[],0,3,1,-1,5,1,1,[5],,,,,,,,,
113201,冰块BUFF2,3,2,-1,0,[],[],0,3,1,-1,5,1,1,[5],,,,,,,,,
113201,冰块BUFF3,3,3,-1,0,[],[],0,3,1,-1,5,1,1,[5],,,,,,,,,
113201,冰块BUFF4,3,4,1,0,[113203],[],0,3,1,-1,5,1,1,[5],,,,,,,,,
113203,审判,3,1,-1,0,[],[],0,3,1,3,5,-1,1,[5],Is_HasBuffTarget(),,,,[],[],[],[],0
113204,刺客技能3受击特效与结算6,3,1,3800,0,[],[113202],0,3,1,-1,1,7,1,[200],Is_HasBuffTarget(),,,,[],[113201],[],[],0
113205,技能3最后一击,3,1,3800,0,[],[],0,3,1,-1,2000,1,1,[5],Is_HasBuffTarget(),,,,[],[113202],[],[],0
113206,召唤冰块1,3,1,1000,0,[113207],[],0,3,1,-1,5,1,1,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*1550*0),,,[],[],[],[],113201
113207,召唤冰块2,3,1,1000,0,[113208],[],0,3,1,-1,5,1,1,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*1100*0),,,[],[],[],[],113201
113208,召唤冰块3,3,1,1000,0,[113209],[],0,3,1,-1,5,1,1,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*600*0),,,[],[],[],[],113201
113209,召唤冰块4,3,1,2000,0,[],[],0,3,1,-1,5,1,1,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*100*0),,,[],[],[],[],113201
113210,刺客技能2受击特效与结算,3,1,3000,0,[],[],0,3,1,-1,2200,1,1,[5],Is_HasBuffTarget(),,,,[113203],[],[],[],0
113211,刺客技能2受击特效与结算,3,1,3000,0,[],[],0,3,1,-1,100,1,1,[5],Is_HasBuffTarget(),,,,[],[],[],[],113206
113212,刺客技能2定身特效,3,1,2000,0,[],[2],0,3,1,-1,200,1,1,[5],Is_HasBuffTarget(),,,,[1212],[],[],[],0
113213,裂空斩,3,1,10000,0,[],[],0,3,1,3,6000,1,1,[5],Is_HasBuffTarget(),,,,[],[],[],[],113204
113301,召唤僵尸,3,1,-1,0,[],[],0,3,1,-1,1500,1,1,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*0*0),,,[],[],[],[],113302
113302,闪电,3,1,2000,0,[113303+113301],[],0,2,1,-1,1,1,1,[1],Is_HasBuffTarget(),,,,[],[],[],[],0
113303,闪电结算,3,1,2000,0,[],[100301],0,2,1,-1,200,1,1,[1],Is_HasBuffTarget(),,,,[113508],[113508],[],[],0
113401,召唤骷髅,3,1,300,0,[],[],0,3,1,-1,5,1,2,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*0*0),,,[],[],[],[],113402
113500,时间透支搜索目标并跳转,3,1,20000,0,[113502],[],0,3,1,3,1,1,1,[5],Is_HasBuffTarget(),,,,[],[],[],[],113500
113501,时间透支,3,1,20000,0,[],[],0,3,1,-1,1,1,1,[5],Is_HasBuffTarget(),,,,[113500],[113500],[113501],[113501],0
113502,时间禁锢搜索目标,3,1,30000,0,[],[],0,3,1,3,1,1,1,[5],Is_HasBuffTarget(),,,,[],[],[],[],113502
113503,时间禁锢,3,1,30000,0,[],[],0,3,1,-1,1,1,1,[5],Is_HasBuffTarget(),,,,[113502],[113502],[113503],[113503],0
113505,驱逐,3,1,90000,0,[],[],0,3,1,-1,1,1,1,[5],Is_HasBuffTarget(),,,,[113504],[113504],[113505],[113505],0
113507,时之终焉,3,1,4400,0,[],[101001],0,1,1,-1,1,1,1,[5],Is_HasBuffTarget(),,,,[],[],[113508],[113506],0
113508,时之终焉连射标记,3,1,8000,0,[],[],0,3,1,-1,1,1,1,[5],Is_HasBuffTarget(),,,,[],[],[],[],0
,,,,,,,,,,,,,,,,,,,,,,,,
140101,爬塔约修亚出场20s释放技能,3,1,20000,0,[],[],0,3,1,-1,0,0,1,[5],Is_HasBuffTarget(),,,,[],[],[],[],0
140201,爬塔死神黑暗深渊空白,3,1,1000,0,[140202],[],0,3,1,-1,0,0,0,[0],Is_HasBuffTarget(),,,,[],[],[],[],0
140202,爬塔死神黑暗深渊展开,3,1,2000,0,[140203],[120201],0,3,1,-1,0,0,0,[0],Is_HasBuffTarget(),,,,[],[],[],[],0
140203,爬塔死神黑暗深渊持续,3,1,-1,0,[],[120203],0,3,1,140204,1,-1,1,[1000],Is_HasBuffTarget(),,,,[140204],[140205],[],[],0
140204,爬塔死神血条变动,3,1,-1,0,[],[],0,3,1,-1,6000,1,1,[5],Is_HasBuffTarget(),,,,[140206],[140206],[],[],0
140301,爬塔莱奥觉醒BUFF,3,1,-1,0,[],[],0,3,1,-1,1,1,1,[5],Is_HasBuffTarget(),,,,[1507],[1507],[1508],[1508],0
140601,爬塔刺客大师10s释放技能1,3,1,10000,0,[],[],0,3,1,-1,0,0,1,[5],Is_HasBuffTarget(),,,,[],[],[],[],0
140602,爬塔刺客大师12s释放技能2,3,1,12000,0,[],[],0,3,1,-1,0,0,1,[5],Is_HasBuffTarget(),,,,[],[],[],[],0
140701,爬塔火龙召唤,3,1,800,0,[],[],0,3,1,-1,0,0,1,[5],Is_HasBuffTarget(),,,,[],[],[],[],0
140801,冰弹范围减速搜索,3,1,2000,0,[],[],0,3,1,1102,1,1,1,[5],Is_HasBuffTarget(),,,,[],[],[],[],140802
140802,冰弹减速效果与结算,2,1,9000,0,[],[11],0,3,1,-1,1,1,1,[5],Is_HasBuffTarget(),,,,[140802],[140802],[140803],[140803],0
140901,龙卷风召唤,3,1,15000,0,[],[],0,3,1,-1,400,1,1,[5],Is_HasBuffTarget(),Is_HasSkillPoint(1*150*0),,,[],[],[],[],140902
141001,手里剑-毒,2,1,5000,0,[],[100205],0,2,1,-1,1,-1,1,[999],Is_HasBuffTarget(),,,,[141005],[141005],[],[],0
141101,将军大笑,3,1,-1,0,[],[],0,3,1,-1,1,1,1,[1],Is_HasBuffTarget(),,,,[],[],[],[],
141201,60秒倒计时buff,3,1,60000,0,[],[],0,3,1,-1,0,1,1,[0],Is_HasBuffTarget(),,,,[],[],[],[],0
141301,时间透支搜索目标并跳转,3,1,35000,0,[141303],[],0,3,1,3,1,1,1,[5],Is_HasBuffTarget(),,,,[],[],[],[],141301
141302,时间透支,3,1,30000,0,[],[],0,3,1,-1,1,1,1,[5],Is_HasBuffTarget(),,,,[141301],[141301],[141302],[141302],0
141303,时间禁锢搜索目标,3,1,30000,0,[],[],0,3,1,3,1,1,1,[5],Is_HasBuffTarget(),,,,[],[],[],[],141302
141304,时间禁锢,3,1,30000,0,[],[],0,3,1,-1,1,1,1,[5],Is_HasBuffTarget(),,,,[141303],[141303],[141304],[141304],0
141305,时之终焉,3,1,4400,0,[],[101001],0,1,1,-1,1,1,1,[5],Is_HasBuffTarget(),,,,[],[],[141307],[141305],0
141501,圣光审判触发BUFF,3,1,22000,0,[],[],0,1,1,-1,1,1,1,[5],Is_HasBuffTarget(),,,,[],[],[],[],0
141502,圣光审判子弹,3,1,-1,0,[],[],0,1,1,3,2500,1,1,[5],Is_HasBuffTarget(),,,,[],[],[],[],140404
142000,闪电风暴触发BUFF,3,1,5000,0,[],[],0,3,1,-1,1,1,1,[5],Is_HasBuffTarget(),,,,[],[],[],[],0
,,,,,,,,,,,,,,,,,,,,,,,,
142100,熊怪护盾,3,1,-1,0,[],[130100],0,2,1,-1,1,1,12,[20],Is_HasBuffTarget(),,,,[142104],[142104],[],[],0
142101,受击金币触发特效1,3,1,-1,0,[],[],0,3,1,-1,1,-1,12,[1],Is_HasBuffTarget(),,Is_Random(35),,[],[],[],[],142101
142102,受击金币触发特效2,3,1,-1,0,[],[],0,3,1,-1,1,-1,12,[1],Is_HasBuffTarget(),,Is_Random(35),,[],[],[],[],142102
142103,受击金币触发特效3,3,1,-1,0,[],[],0,3,1,-1,1,-1,12,[1],Is_HasBuffTarget(),,Is_Random(35),,[],[],[],[],142103
142104,受击金币触发特效4,3,1,-1,0,[],[],0,3,1,-1,1,-1,12,[1],Is_HasBuffTarget(),,Is_Random(35),,[],[],[],[],142104
142105,受击金币触发特效5,3,1,-1,0,[],[],0,3,1,-1,1,-1,12,[1],Is_HasBuffTarget(),,Is_Random(35),,[],[],[],[],142105
142106,受击金币触发特效6,3,1,-1,0,[],[],0,3,1,-1,1,-1,12,[1],Is_HasBuffTarget(),,Is_Random(35),,[],[],[],[],142106
142107,受击金币触发特效7,3,1,-1,0,[],[],0,3,1,-1,1,-1,12,[1],Is_HasBuffTarget(),,Is_Random(35),,[],[],[],[],142107
142108,受击金币触发特效8,3,1,-1,0,[],[],0,3,1,-1,1,-1,12,[1],Is_HasBuffTarget(),,Is_Random(35),,[],[],[],[],142108
142109,受击金币触发特效9,3,1,-1,0,[],[],0,3,1,-1,1,-1,12,[1],Is_HasBuffTarget(),,Is_Random(35),,[],[],[],[],142109
142110,受击金币触发特效10,3,1,-1,0,[],[],0,3,1,-1,1,-1,12,[1],Is_HasBuffTarget(),,Is_Random(35),,[],[],[],[],142110
142111,受击金币触发特效11,3,1,-1,0,[],[],0,3,1,-1,1,-1,12,[1],Is_HasBuffTarget(),,Is_Random(35),,[],[],[],[],142111
142112,受击金币触发特效12,3,1,-1,0,[],[],0,3,1,-1,1,-1,12,[1],Is_HasBuffTarget(),,Is_Random(35),,[],[],[],[],142112
142201,深渊,3,1,-1,0,[],[150203],0,3,0,142201,1,-1,1,[600],Is_HasBuffTarget(),,,,[142201],[142201],[],[],0
142301,闪电,3,1,2000,0,[142302],[],0,2,1,-1,1,1,1,[1],Is_HasBuffTarget(),,,,[],[],[],[],0
142302,闪电结算,3,1,2000,0,[],[100301],0,2,1,-1,200,1,1,[1],Is_HasBuffTarget(),,,,[142301],[142301],[],[],0
142401,中毒debuff,2,1,5000,0,[],[100205],0,1,1,-1,1,-1,1,[1000],Is_HasBuffTarget(),,,,[142401],[142401],[],[],
143100,前置,1,1,2200,0,[143101],[],0,3,1,-1,1,1,1,[5],Is_HasBuffTarget(),,,,[],[],[],[],0
143101,加高物抗,1,1,5000,0,[],[5],0,2,1,-1,1,1,1,[5],Is_HasBuffTarget(),,,,[27],[27],[28],[28],0
143200,加血前置,3,1,800,0,[143201],[],0,3,1,-1,1,1,1,[5],Is_HasBuffTarget(),,,,[],[],[],[],0
143201,给战士加血,3,1,3000,0,[],[140200],0,3,1,-1,600,3,1,[600],Is_HasBuffTarget(),,,,[1301],[1301],[],[],0
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
161001,出生栅栏,3,1,-1,0,[],[],0,3,1,-1,1,1,1,[1],Is_HasBuffTarget(),Is_HasSkillPoint(1*220*0),,,[],[],[],[],161001
161002,反伤BUFF,3,1,-1,0,[],[],0,3,1,-1,1,1,1,[5],Is_HasBuffTarget(),,,,[161001],[161001],[],[],0
161003,Boss回怒气BUFF,3,1,200,0,[],[],0,3,1,-1,1,1,1,[1],Is_HasBuffTarget(),,,,[161005],[161005],[],[],0
161101,1号位僵尸,3,1,4000,0,[],[],0,3,1,-1,1400,1,1,[1],Is_HasBuffTarget(),Is_HasSkillPoint(1*500*0),,,[],[],[],[],161105
161102,2号位僵尸,3,1,4000,0,[],[],0,3,1,-1,1800,1,1,[1],Is_HasBuffTarget(),Is_HasSkillPoint(1*350*0),,,[],[],[],[],161105
