技能ID,技能描述,技能释放类型,选位置施放技能范围,技能解锁类型,技能解锁参数,技能可否被打断,技能CD,默认技能CD百分比,技能消耗类型,技能消耗参数,技能循环次数,单次循环时间,对技能目标发射子弹序列,首次发射子弹时间,子弹序列内间隔时间,对技能目标添加Buff序列,对技能目标点发射子弹序列,首次发射子弹时间,子弹序列内间隔时间,在技能目标点召唤序列,子弹发射速率,技能名字语言包,技能消耗描述1,技能描述语言包,技能图标,状态跳转,技能消耗描述2,战斗技能图标
140805,冰法暴风雪技能3+2,0,0,0,0,0,7900,1,0,0,5,1000,[],0,5,[],[140822+140823+140824+140825+140826+140827],100,100,[],1,,,,,,,
140806,冰法暴风雪技能3+2,0,0,0,0,0,7900,1,0,0,5,1000,[],0,5,[],[140832+140833+140834+140835+140836+140837],300,100,[],1,,,,,,,
140807,冰法暴风雪技能3+2,0,0,0,0,0,7900,1,0,0,5,1000,[],0,5,[],[140842+140843+140844+140845+140846+140847],0,100,[],1,,,,,,,
140808,冰法暴风雪技能3,0,0,0,0,0,7900,1,1,0,5,1000,[],0,5,[],[140802+140803+140804+140805+140806+140807],0,100,[],1,,,,,,,
140900,复仇女神普攻,0,0,0,0,1,0,0,0,0,1,1400,[140901+140901],500,500,[],[],0,0,[],1,,,,,FightStatus_5,,
140901,复仇女神竖劈,0,0,0,0,1,5000,0,0,0,1,1100,[140902],800,5,[],[],0,0,[],1,,,,,SkillStatus_33,,
140902,BOSS召唤龙卷风,0,0,0,0,0,15000,1,0,0,1,1200,[140903],600,5,[],[],0,0,[],0,,,,,SkillStatus_32,,
141001,普攻1,0,0,0,0,0,1000,1,0,0,1,1000,[141001],100,5,[],[],0,0,[],1,,,,,SkillStatus_41,,
141002,普攻2,0,0,0,0,0,1000,1,0,0,1,1000,[141002+141002+141002+1506+1506+1506+1506+141001],200,100,[],[],0,0,[],1,,,,,SkillStatus_42,,
141003,手里剑,0,0,0,0,0,1000,1,0,0,1,2000,[],0,0,[],[141003],1000,0,[],0,,,,,SkillStatus_36,,
141101,普攻1,0,0,0,0,1,0,0,0,0,1,1400,[141101],700,5,[],[],0,0,[],1,,,,,SkillStatus_31,,
141102,穿刺普攻2,0,0,0,0,1,8000,0,0,0,1,1400,[141102],800,5,[],[],0,0,[],1,,,,,SkillStatus_32,,
141103,闪电,0,0,0,0,0,10000,1,0,0,1,3700,[141106+141103],1800,800,[],[],0,0,[],1,,,,,SkillStatus_33,,
141104,横扫,0,0,0,0,0,23000,0,0,0,1,1400,[141104],400,5,[],[],0,0,[],1,,,,,SkillStatus_34,,
141201,buff触发召唤骷髅长老,0,0,0,0,0,600000,1,0,0,1,2000,[],0,0,[],[],0,0,[301524],1,,,,,,,
141202,buff触发召唤死亡骑士,0,0,0,0,0,600000,1,0,0,1,2000,[],0,0,[],[],0,0,[301525],1,,,,,,,
141203,buff触发召唤蛛魔,0,0,0,0,0,600000,1,0,0,1,2000,[],0,0,[],[],0,0,[301526],1,,,,,,,
141301,时间透支,0,0,0,0,0,15000,1,0,0,1,5,[],5,5,[141301+1],[],0,0,[],0,,,,,,,
141302,时间禁锢,0,0,0,0,0,15000,1,0,0,1,5,[],5,5,[141303+1],[],0,0,[],0,,,,,SkillStatus_32,,
141304,普攻加时之终焉,0,0,0,0,1,2000,1,0,0,1,3200,[141301],2300,0,[],[],0,0,[],0,,,,,FightStatus_5,,
142100,添加受击金币特效,0,0,0,0,0,0,1,0,0,1,100,[],0,0,[142101+1]*[142102+1]*[142103+1]*[142104+1]*[142105+1]*[142106+1]*[142107+1]*[142108+1]*[142109+1]*[142110+1]*[142111+1]*[142112+1],[],0,0,[],0,,,,,,,
142101,受击金币特效1,0,0,0,0,0,0,1,0,0,1,0,[142101],0,0,[],[],0,0,[],0,,,,,,,
142102,受击金币特效2,0,0,0,0,0,0,1,0,0,1,0,[142102],0,0,[],[],0,0,[],0,,,,,,,
142103,受击金币特效3,0,0,0,0,0,0,1,0,0,1,0,[142103],0,0,[],[],0,0,[],0,,,,,,,
142104,受击金币特效4,0,0,0,0,0,0,1,0,0,1,0,[142104],0,0,[],[],0,0,[],0,,,,,,,
142105,受击金币特效5,0,0,0,0,0,0,1,0,0,1,0,[142105],0,0,[],[],0,0,[],0,,,,,,,
142106,受击金币特效6,0,0,0,0,0,0,1,0,0,1,0,[142106],0,0,[],[],0,0,[],0,,,,,,,
142107,受击金币特效7,0,0,0,0,0,0,1,0,0,1,0,[142107],0,0,[],[],0,0,[],0,,,,,,,
142108,受击金币特效8,0,0,0,0,0,0,1,0,0,1,0,[142108],0,0,[],[],0,0,[],0,,,,,,,
142109,受击金币特效9,0,0,0,0,0,0,1,0,0,1,0,[142109],0,0,[],[],0,0,[],0,,,,,,,
142110,受击金币特效10,0,0,0,0,0,0,1,0,0,1,0,[142110],0,0,[],[],0,0,[],0,,,,,,,
142111,受击金币特效11,0,0,0,0,0,0,1,0,0,1,0,[142111],0,0,[],[],0,0,[],0,,,,,,,
142112,受击金币特效12,0,0,0,0,0,0,1,0,0,1,0,[142112],0,0,[],[],0,0,[],0,,,,,,,
142113,熊怪普攻1,0,0,0,0,1,800,1,0,0,1,800,[142113],500,0,[],[],0,0,[],1,,,,,SkillStatus_41,,
142114,熊怪普攻2,0,0,0,0,1,1000,1,0,0,1,800,[142114],500,0,[],[],0,0,[],1,,,,,SkillStatus_42,,
142115,熊怪连击,0,0,0,0,1,10000,1,0,0,1,1600,[142115+142115+142115+142115],300,300,[],[],0,0,[],0,,,,,SkillStatus_43,,
142301,诅咒闪电,0,0,0,0,0,6000,1,0,0,1,3000,[],0,0,[142301+1],[],0,0,[],0,,,,,SkillStatus_33,,
142401,尸气弹,0,0,0,0,0,8000,1,0,0,1,1400,[142401],800,0,[],[],0,0,[],0,,,,,SkillStatus_32,,
142402,盗墓老大普攻,0,0,0,0,1,0,1,0,0,1,1400,[1],600,0,[],[],0,0,[],1,,,,,SkillStatus_42,,
142501,召唤小树人,0,0,0,0,1,8000,0,0,0,1,3750,[],0,0,[],[],0,0,[401008],0,,,,,SkillStatus_42,,
142502,大树普通攻击1,0,0,0,0,1,0,0,0,0,1,3300,[30901],600,5,[],[],0,0,[],1,,,,,FightStatus_5,,
142503,大树普通攻击2,0,0,0,0,1,0,0,0,0,1,3300,[30902],1000,5,[],[],0,0,[],1,,,,,SkillStatus_36,,
142504,小树普通攻击1,0,0,0,0,1,0,1,0,0,1,3300,[142501],600,5,[],[],0,0,[],1,,,,,FightStatus_5,,
142505,小树普通攻击2,0,0,0,0,1,0,1,0,0,1,3300,[142502],1000,5,[],[],0,0,[],1,,,,,SkillStatus_36,,
142601,火枪手普通攻击,0,0,0,0,1,0,0,0,0,1,3200,[142601],1000,5,[],[],0,0,[],1,,,,,FightStatus_5,,
142602,加农炮击飞型,0,0,0,0,1,8000,1,0,0,1,3200,[142602],2300,5,[10222+1],[],0,0,[],0,,,,,SkillStatus_31,,
142701,艾丽卡熊攻击1,0,0,0,0,1,3500,1,0,0,1,3500,[],0,0,[],[142701],750,0,[],1,,,,,SkillStatus_31,,
142702,艾丽卡熊攻击2,0,0,0,0,1,3500,1,0,0,1,3500,[],0,0,[],[142702],750,0,[],1,,,,,SkillStatus_32,,
142703,艾丽卡熊攻击3,0,0,0,0,1,3500,1,0,0,1,3500,[],0,0,[],[142703],750,0,[],1,,,,,SkillStatus_33,,
143100,技能1结算,0,0,0,0,0,10000,1,0,0,1,100,[],0,5,[143100+1],[],0,0,[],0,,,,,,,
143200,给战士加血,0,0,0,0,0,6000,1,0,0,1,100,[],0,5,[143200+1],[],0,0,[],0,,,,,SkillStatus_31,,
143300,刺杀法师,0,0,0,0,0,15000,1,0,0,1,100,[],0,5,[1202+1]*[1212+1]*[1222+1],[],5,1,[],0,,,,,SkillStatus_32,,
143400,火法火雨技能2,0,0,0,0,0,20000,1,0,0,1,2000,[],0,5,[],[1002+1003+1004+1005+1006+1007+1008+1009],1000,50,[],0,,,,,SkillStatus_32,,
143500,电光球,0,0,0,0,0,20000,1,0,0,1,2200,[],0,5,[],[1401+1403],1400,5,[],0,,,,,SkillStatus_31,,
143600,大宝剑,0,0,0,0,0,12000,1,0,0,1,2000,[143600],1500,5,[],[],0,0,[],0,,,,,SkillStatus_32,,
161001,出生栅栏,1,0,0,0,0,0,100,0,0,1,0,[],0,5,[],[],0,0,[301402],0,,,,,,,
161002,投石机普攻,1,0,0,0,1,4000,0,0,0,1,4000,[],0,0,[],[161002],1200,0,[],1,2020911,,2020921,20900_Skill1_Icon.png,FightStatus_5,,
161003,投石机燃烧弹,1,0,0,0,1,15000,100,0,0,1,4000,[],0,0,[],[161003+161004],1200,0,[],0,2020931,2020995,2020941,20900_Skill2_Icon.png,SkillStatus_41,,
161004,投石车火雨,1,0,0,0,0,100,100,3,6000,1,2000,[],0,5,[],[161012+161013+161014+161015+161016+161017+161018+161019],1300,50,[],1,2001012,,2001022,1000_PlayerSkill2_Icon.png,SkillStatus_41,,1000_PlayerSkill2_Icon_c.png
161101,死骑召唤僵尸,1,0,0,0,0,30000,0.8,0,0,1,0,[],0,5,[161101+1]*[161102+1]*[161103+1]*[161107+1],[],0,0,[],0,,,,,SkillStatus_34,,
161102,死亡之盾lv5,1,0,0,0,1,16000,0,0,0,1,1260,[],0,0,[161105+1],[],0,0,[],0,2040735,2040784,2040745,40700_Skill2_Icon.png,SkillStatus_34,,
161103,添加恐惧光环,1,0,0,0,1,10000,100,0,0,1,5400,[],0,0,[161104+1],[],0,0,[],0,,,,,,,
161104,恐惧光环lv5,1,0,0,0,1,0,100,0,0,1,2000,[],0,0,[161106+1],[],0,0,[],0,2040715,,2040725,40700_Skill1_Icon.png,,,
161105,召唤僵尸连带技能,1,0,0,0,0,0,100,0,0,1,0,[],0,0,[],[],0,0,[310008],0,,,,,,,
161106,死亡骑士普攻2,1,0,0,0,1,0,1,0,0,1,3060,[161106],1000,0,[],[],0,0,[],1,,,,,SkillStatus_32,,
161201,召唤僵尸,1,0,0,0,0,300,1,0,0,3,500,[],0,0,[],[],0,0,[310008],0,,,,,,,
161202,召唤幽灵（两只）,1,0,0,0,0,300,1,0,0,2,500,[],0,0,[],[],0,0,[310002],0,,,,,,,
161203,召唤死亡骑士,1,0,0,0,0,300,1,0,0,1,500,[],0,0,[],[],0,0,[310003],0,,,,,,,
161204,召唤骷髅将军,1,0,0,0,0,300,1,0,0,1,500,[],0,0,[],[],0,0,[310004],0,,,,,,,
161205,召唤特效子弹,1,0,0,0,0,12000,1,0,0,1,3000,[],0,0,[],[161201],2500,0,[],0,,,,,SkillStatus_32,,
161206,嗜血效果,1,0,0,0,0,100,0,0,0,1,100,[],50,5,[161208+1],[],0,0,[],0,,,,,,,
161207,召唤幽灵(三只),1,0,0,0,0,300,1,0,0,3,500,[],0,0,[],[],0,0,[310002],0,,,,,,,
161301,骨龙释放激光炮BUFF,1,0,0,0,0,0,1,0,0,1,100,[],0,5,[161302+1],[],5,50,[],0,,,,,,,
161302,激光炮中等伤害跳转,1,0,0,0,0,0,1,0,0,1,100,[],0,5,[161303+1]*[161302+-1],[],5,50,[],0,,,,,,,
161303,激光炮最低伤害跳转,1,0,0,0,0,0,1,0,0,1,100,[],0,5,[161304+1]*[161303+-1],[],5,50,[],0,,,,,,,
161304,骨龙龙息,1,0,0,0,1,16000,0,0,0,1,4000,[161301],2500,0,[],[],0,0,[],0,,,,,SkillStatus_36,,
161305,骨龙激光炮（最高伤害）,1,0,0,0,1,1000,0,4,10000,1,4000,[161305+161302+161302+161302],1600,200,[],[],0,0,[],0,,,,,SkillStatus_33,,
161306,骨龙激光炮（中等伤害）,1,0,0,0,1,1000,0,4,10000,1,4000,[161305+161303+161303+161303],1600,200,[],[],0,0,[],0,,,,,SkillStatus_34,,
161307,骨龙激光炮（最低伤害）,1,0,0,0,1,1000,0,4,10000,1,4000,[161305+161304+161304+161304],1600,200,[],[],0,0,[],0,,,,,SkillStatus_35,,
161309,召唤骷髅,1,0,0,0,0,1000,1,0,0,1,100,[],0,0,[],[],0,0,[310005],0,,,,,,,
161401,召唤幽灵1,1,0,0,0,0,2000,1,0,0,1,2000,[],0,0,[],[],0,0,[301006],0,,,,,,,
161402,召唤幽灵2,1,0,0,0,0,2000,1,0,0,1,2000,[],0,0,[],[],0,0,[301006],0,,,,,,,
161403,召唤幽灵3,1,0,0,0,0,2000,1,0,0,1,2000,[],0,0,[],[],0,0,[301006],0,,,,,,,
161404,盗墓老大重击,1,0,0,0,1,2100,1,0,0,1,2100,[161402],1000,0,[],[],0,0,[],1,,,,,SkillStatus_41,,
161405,盗墓老大普攻,1,0,0,0,1,0,1,0,0,1,3800,[161403],600,0,[],[],0,0,[],1,,,,,SkillStatus_42,,
161406,尸气弹,1,0,0,0,0,4600,0.2,0,0,1,1400,[],0,0,[],[161401],800,50,[],0,,,,,SkillStatus_35,,
161407,标记子弹,1,0,0,0,0,100,1,0,0,1,200,[],0,0,[],[161404],50,50,[],0,,,,,,,
161408,后期尸气弹,1,0,0,0,0,4600,0.2,0,0,1,1400,[],0,0,[],[161401],800,50,[],0,,,,,,,
161409,后期标记子弹。,1,0,0,0,0,100,1,0,0,1,4200,[],0,0,[],[161404],3700,50,[],0,,,,,,,
161501,吸血鬼普攻,1,0,0,0,1,0,0,0,0,1,2700,[161501+161502],1600,400,[],[],0,0,[],1,,,,,SkillStatus_31,,
161502,吸血鬼血腥之鞭,1,0,0,0,0,17300,1,3,1000,1,2700,[161506+161503+161506+161504],1350,250,[],[],0,0,[],0,,,,,SkillStatus_32,,
161504,鲜血凋零地面,1,0,0,0,0,0,1,0,0,1,500,[],0,0,[],[161505],200,50,[],0,,,,,,,
161506,召唤小鹿,1,0,0,0,1,100,1,0,0,1,1000,[],0,0,[],[],0,0,[310007],0,,,,,,,
161601,巫妖三颗暗黑法球,1,0,0,0,1,0,0,4,10000,1,3060,[],0,0,[],[161602+161603+161604],1600,200,[],2,,,,,SkillStatus_32,,
161603,给亡灵单位打上聚魂标记,1,0,0,0,1,0,0,0,0,1,0,[],0,0,[161602+1],[],0,0,[],0,,,,,,,
161604,亡灵死亡释放收魂,1,0,0,0,0,0,1,0,0,1,0,[161601],0,0,[],[],0,0,[],0,,,,,,,
161605,召唤僵尸1,1,0,0,0,0,100,1,0,0,1,1000,[],0,0,[],[],0,0,[310008],0,,,,,,,
161606,召唤僵尸2,1,0,0,0,0,100,1,0,0,1,1000,[],0,0,[],[],0,0,[310008],0,,,,,,,
161607,召唤僵尸3,1,0,0,0,0,100,1,0,0,1,1000,[],0,0,[],[],0,0,[310008],0,,,,,,,
161608,召唤僵尸4,1,0,0,0,0,100,1,0,0,1,1000,[],0,0,[],[],0,0,[310008],0,,,,,,,
161609,召唤僵尸5,1,0,0,0,0,100,1,0,0,1,1000,[],0,0,[],[],0,0,[310008],0,,,,,,,
161610,召唤僵尸5,1,0,0,0,0,100,1,0,0,1,1000,[],0,0,[],[],0,0,[310008],0,,,,,,,
161701,瘟疫,1,0,0,0,0,100,1,0,0,1,800,[161703],0,0,[],[],0,0,[],0,,,7001401,40100_Skill1_Icon.png,,,
161702,召唤标记,1,0,0,0,0,100,1,0,0,1,1200,[161704],1000,0,[161709+1],[],0,0,[],0,,,,,,,
161703,召唤巫妖,1,0,0,0,0,100,1,0,0,1,200,[],0,0,[],[],0,0,[310009],0,,,7201401,40800_Talent4_Icon.png,,,
161704,召唤僵尸,1,0,0,0,0,100,1,0,0,1,200,[],0,0,[],[],0,0,[310010],0,,,7101401,40100_Talent5_Icon.png,,,
161705,瘟疫使者普攻1,1,0,0,0,1,700,1,0,0,1,900,[161701],700,0,[],[],0,0,[],1,,,,,SkillStatus_33,,
161706,瘟疫使者普攻2,1,0,0,0,1,0,1,0,0,1,1100,[161702],800,0,[],[],0,0,[],1,,,,,SkillStatus_34,,
161707,召唤师用瘟疫,1,0,0,0,0,0,1,0,0,1,800,[161705],0,0,[],[],0,0,[],0,,,,,,,
161711,召唤助战牧师,1,0,0,0,0,1900,1,0,0,1,1900,[],0,5,[],[],0,0,[310006],1,,,,,,,
161712,牧师普通攻击,1,0,0,0,1,1000,0,0,0,1,1000,[10900],550,5,[],[],0,0,[],1,,,,,FightStatus_5,,
161713,牧师治疗,0,0,0,0,0,0,0,0,0,1,1500,[161706],50,5,[],[],0,0,[],1,2010911,,2010921,10900_Skill1_Icon.png,,,
162101,炮台未变身普攻,0,0,0,0,0,0,0,0,0,1,3700,[162101],300,5,[],[],0,0,[],1,,,,,SkillStatus_34,,
162102,炮台变身普攻,0,0,0,0,0,0,0,0,0,1,2800,[162102],300,5,[],[],0,0,[],1,,,,,SkillStatus_35,,
162103,召唤栅栏（位置1）,0,0,0,0,1,0,1,0,0,1,0,[],500,0,[],[],0,0,[310101],0,,,,,,,
162104,召投石车（位置1）,0,0,0,0,1,0,1,0,0,1,0,[],500,0,[],[],0,0,[310102],0,,,,,,,
162105,召唤栅栏（位置2）,0,0,0,0,1,0,1,0,0,1,0,[],500,0,[],[],0,0,[310101],0,,,,,,,
162106,召投弓箭手（位置2）,0,0,0,0,1,0,1,0,0,1,0,[],500,0,[],[],0,0,[310104],0,,,,,,,
162107,召投弓箭手（位置3）,0,0,0,0,1,0,1,0,0,1,0,[],500,0,[],[],0,0,[310105],0,,,,,,,
162108,高能箭,0,0,0,0,1,0,0,0,0,1,2200,[162103],1700,5,[],[],0,0,[],0,,,,,SkillStatus_33,,
162109,精灵弓箭手吊射,0,0,0,0,1,5000,0,0,0,1,2300,[162104],2000,5,[],[],0,0,[],1,,,,,SkillStatus_35,,
162110,精灵弓箭手吊射（CD长）,0,0,0,0,1,8000,0,0,0,1,2300,[162104],2000,5,[],[],0,0,[],1,,,,,SkillStatus_35,,
162201,三星雪女风吹雪,0,0,0,0,1,0,1,4,10000,1,2500,[162201+162202],300,5,[],[],0,0,[],2,2040531,2040590,2040541,,SkillStatus_34,,
162202,召唤幽灵（位置1）,0,0,0,0,1,0,1,0,0,1,0,[],500,0,[],[],0,0,[310106],0,,,,,,,
162203,召唤幽灵（位置2）,0,0,0,0,1,0,1,0,0,1,0,[],500,0,[],[],0,0,[310106],0,,,,,,,
162204,召唤幽灵（位置3）,0,0,0,0,1,0,1,0,0,1,0,[],500,0,[],[],0,0,[310106],0,,,,,,,
162301,大树普通攻击1,0,0,0,0,1,0,0,0,0,1,3300,[162301],600,5,[],[],0,0,[],1,,,,,FightStatus_5,,
162302,大树普通攻击2,0,0,0,0,1,0,0,0,0,1,3300,[162302],1000,5,[],[],0,0,[],1,,,,,SkillStatus_36,,
162303,滋养,0,0,0,0,0,1000,1,0,0,1,1000,[],0,0,[162301+1],[],0,0,[],0,2030931,,2030941,30900_Skill1_Icon.png,,,
162304,召唤传送门（左绿色）,0,0,0,0,1,0,1,0,0,1,0,[],500,0,[],[],0,0,[310109],0,,,,,,,
162305,召唤传送门（右绿色）,0,0,0,0,1,0,1,0,0,1,0,[],500,0,[],[],0,0,[310110],0,,,,,,,
162306,召唤传送门（左红色）,0,0,0,0,1,0,1,0,0,1,0,[],500,0,[],[],0,0,[310111],0,,,,,,,
162307,召唤传送门（右红色）,0,0,0,0,1,0,1,0,0,1,0,[],500,0,[],[],0,0,[310112],0,,,,,,,
162308,召唤死亡沼泽,0,0,0,0,1,0,1,0,0,1,0,[],500,0,[],[],0,0,[310113],0,,,,,,,
162401,召唤蓝方防御塔,0,0,0,0,0,0,0,0,0,1,0,[],0,5,[],[],0,0,[310114],0,,,,,,,
162402,召唤蓝方铁匠,0,0,0,0,0,0,0,0,0,1,0,[],0,5,[],[],0,0,[310115],0,,,,,,,
162403,召唤栅栏,0,0,0,0,0,0,0,0,0,1,0,[],0,5,[],[],0,0,[310116],0,,,,,,,
162404,防御塔LV4状态攻击,0,0,0,0,0,0,0,0,0,1,2000,[162404],500,5,[],[],0,0,[],1,,,,,SkillStatus_34,,
162405,防御塔LV1率状态攻击,0,0,0,0,0,0,0,0,0,1,2000,[162405],500,5,[],[],0,0,[],1,,,,,SkillStatus_33,,
162406,防御塔LV3状态攻击,0,0,0,0,0,0,0,0,0,1,2000,[162404],500,5,[],[],0,0,[],1,,,,,SkillStatus_35,,
162407,召唤兵工厂,0,0,0,0,0,0,0,0,0,1,0,[],0,5,[],[],0,0,[310117],0,,,,,,,
162408,召唤机器人,0,0,0,0,1,8000,1,0,0,1,5,[],1,5,[],[],0,0,[310118],0,,,,,SkillStatus_31,,
162409,友军加护盾,0,0,0,0,1,7500,1,0,0,1,1100,[],50,5,[162415+1]*[162416+1],[],0,0,[],0,2010415,2010484,2010425,10400_Skill1_Icon.png,SkillStatus_31,,
162410,敲炮台,0,0,0,0,1,0,0,0,0,1,2200,[162410],1700,5,[],[],0,0,[],1,,,,,FightStatus_5,,
162411,lv2升级技能,0,0,0,0,0,180000,100,3,100,1,400,[],200,0,[162411+1],[],0,0,[],1,,,,,SkillStatus_36,,
162412,lv3升级技能,0,0,0,0,0,180000,100,3,100,1,400,[],200,0,[162412+1],[],0,0,[],1,,,,,SkillStatus_39,,
162413,lv4升级技能,0,0,0,0,0,180000,100,3,100,1,400,[],500,0,[162413+1],[],0,0,[],1,,,,,SkillStatus_40,,
162414,炸飞子弹,0,0,0,0,0,0,0,0,0,1,2200,[162414],300,5,[],[],0,0,[],1,,,,,,,
162415,敲炮台LV1,0,0,0,0,1,0,0,0,0,1,2200,[162415],1700,5,[],[],0,0,[],1,,,,,FightStatus_5,,
162416,防御塔升级,0,0,0,0,0,60000,1,3,100,1,400,[],200,0,[],[],0,0,[],1,,,,,,,
162417,铁匠护盾失效,0,0,0,0,1,100,0,0,0,1,50,[],5,5,[162417+-1]*[162415+-1],[],0,0,[],0,,,,,,,
162433,小兵自爆,0,0,0,0,0,5000,1,0,0,1,100,[162433],5,5,[],[],0,0,[],0,,,,,,,
162501,普攻1,0,0,0,0,1,0,0,0,0,1,1400,[162501],700,5,[],[],0,0,[],1,,,,,SkillStatus_31,,
162502,穿刺普攻2,0,0,0,0,1,8000,0,0,0,1,1400,[162502],800,5,[],[],0,0,[],1,,,,,SkillStatus_32,,
162503,闪电,0,0,0,0,0,35000,0,0,0,1,3700,[162506+162503],1800,800,[],[],0,0,[],1,,,,,SkillStatus_33,,
162504,横扫,0,0,0,0,0,23000,0,0,0,1,1400,[162504],400,5,[],[],0,0,[],1,,,,,SkillStatus_34,,
162505,戳地,0,0,0,0,0,60000,0,0,0,1,3600,[],0,5,[],[162505],1100,0,[],1,,,,,SkillStatus_35,,
162506,召唤栅栏,0,0,0,0,0,0,0,0,0,1,3000,[],0,5,[],[],0,0,[310119],0,,,,,,,
162507,召唤防御塔,0,0,0,0,0,0,0,0,0,1,3000,[],0,5,[],[],0,0,[301504],0,,,,,,,
162601,召唤兵营水晶,0,0,0,0,0,0,0,0,0,1,3000,[],0,5,[],[],0,0,[310121],0,,,,,,,
162602,召唤大蓝蜘蛛,0,0,0,0,0,25000,0,0,0,1,3000,[],0,5,[],[],0,0,[310122],0,,,,,,,
162603,召唤大红蜘蛛,0,0,0,0,0,24000,0,0,0,1,3000,[],0,5,[],[],0,0,[310123],0,,,,,,,
162604,近距离召唤大蓝蜘蛛,0,0,0,0,0,18000,1,0,0,1,3000,[],0,5,[],[],0,0,[310122],0,,,,,,,
162605,近距离召唤大红蜘蛛,0,0,0,0,0,18000,1,0,0,2,1500,[],0,5,[],[],0,0,[310123],0,,,,,,,
162606,BOSS蜘蛛普攻,0,0,0,0,1,0,0,0,0,1,1240,[],0,5,[],[162606],400,0,[],1,,,,,FightStatus_5,,
162607,坠落地刺,0,0,0,0,0,0,1,0,0,1,3000,[162607],1300,5,[],[],0,0,[],0,,,,,SkillStatus_33,,
162608,蛛网束缚,0,0,0,0,0,6000,1,0,0,1,3000,[162608],400,5,[],[],0,0,[],0,,,,,SkillStatus_32,,
162609,召唤小蜘蛛卵,0,0,0,0,0,0,0,0,0,1,500,[],0,0,[],[],0,0,[301012],0,,,,,,,
162610,召唤蓝蜘蛛卵,0,0,0,0,0,0,0,0,0,1,500,[],0,0,[],[],0,0,[301013],0,,,,,,,
162611,召唤红蜘蛛卵,0,0,0,0,0,0,0,0,0,1,500,[],0,0,[],[],0,0,[301014],0,,,,,,,
162701,召唤莱奥,0,0,0,0,0,0,0,0,0,1,3000,[],0,5,[],[],0,0,[310129],0,,,7102401,1500_PlayerSkill3_Icon.png,,,
162731,召唤助战炮台,0,0,0,0,0,1900,1,0,0,1,1900,[],0,5,[],[],0,0,[310130],1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165201,骨龙火焰火雨,0,0,0,0,0,11000,1,1,0,1,8000,[],0,5,[],[165217+165216+165215+165214+165213+165212+165211+165210+165209+165208+165207+165206],2500,50,[],0,,,,,SkillStatus_37,,
165202,骨龙龙息普攻,0,0,0,0,1,5000,0,0,0,1,5000,[165202],2500,0,[],[],0,0,[],0,,,,,SkillStatus_36,,
165203,骨龙激光炮（最高伤害）,0,0,0,0,1,1000,0,4,10000,1,4000,[165203+165203+165203],1800,200,[],[],0,0,[],0,,,,,SkillStatus_33,,
165204,骨龙激光炮（中等伤害）,0,0,0,0,1,1000,0,4,10000,1,4000,[165204+165204+165204],1800,200,[],[],0,0,[],0,,,,,SkillStatus_34,,
165205,骨龙激光炮（最低伤害）,0,0,0,0,1,1000,0,4,10000,1,4000,[165205+165205+165205],1800,200,[],[],0,0,[],0,,,,,SkillStatus_35,,
165211,骨龙释放激光炮BUFF,0,0,0,0,0,0,1,0,0,1,100,[],0,5,[165212+1],[],5,50,[],0,,,,,,,
165212,激光炮中等伤害跳转,0,0,0,0,0,0,1,0,0,1,100,[],0,5,[165213+1]*[165212+-1],[],5,50,[],0,,,,,,,
165213,激光炮最低伤害跳转,0,0,0,0,0,0,1,0,0,1,100,[],0,5,[165214+1]*[165213+-1],[],5,50,[],0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165401,骷髅血毒,0,0,0,0,1,4000,0,0,0,1,4000,[165401],1100,0,[],[],0,0,[],0,,,7003401,Death_Talent4_Icon.png,SkillStatus_33,,
165402,骷髅踩地,0,0,0,0,1,6000,0,0,0,1,4000,[],0,0,[],[165402+165403],1100,0,[],0,,,,,SkillStatus_34,,
165403,死亡召唤骷髅兵,0,0,0,0,0,0,1,0,0,1,100,[],0,5,[],[],5,50,[310406],0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165601,黑化冰法冰弹,0,0,0,0,0,5000,0,0,0,1,2500,[],0,5,[],[165601],1750,1,[],0,,,,,,,
165602,黑化冰女暴风雪,0,0,0,0,0,15000,1,0,0,5,1000,[],0,5,[],[],0,100,[],0,,,,,,,
165603,冰法暴风雪技能3+1,0,0,0,0,0,7900,1,0,0,5,1000,[],0,5,[],[165612+165613+165614+165615+165616+165617],350,100,[],0,,,,,,,
165604,冰法暴风雪技能3+2,0,0,0,0,0,7900,1,0,0,5,1000,[],0,5,[],[165622+165623+165624+165625+165626+165627],100,100,[],0,,,,,,,
165605,冰法暴风雪技能3+2,0,0,0,0,0,7900,1,0,0,5,1000,[],0,5,[],[165632+165633+165634+165635+165636+165637],300,100,[],0,,,,,,,
165606,冰法暴风雪技能3+2,0,0,0,0,0,7900,1,0,0,5,1000,[],0,5,[],[165642+165643+165644+165645+165646+165647],0,100,[],0,,,,,,,
165607,冰法暴风雪技能3,0,0,0,0,0,7900,1,0,0,5,1000,[],0,5,[],[165602+165603+165604+165605+165606+165607],0,100,[],0,,,,,,,
165608,BOSS召唤火种,0,0,0,0,0,0,1,0,0,1,100,[],0,5,[],[],5,50,[310404],0,,,,,,,
165609,火种添加BUFF,0,0,0,0,0,0,1,0,0,1,100,[],0,5,[165603+1],[],5,50,[],0,,,,,DeathStatus_1,,
